"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant"
"ASV116","DESeq2",67.7554480638106,-2.71110418071783,2.04847107074629,-1.94961912257866,0.0512215324605589,0.0906227112763735,"deseq2",0.0906227112763735,-2.71110418071783,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sedimentitalea",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1165","DESeq2",47.1127846969085,-1.20104453701891,2.0511160099919,-1.2897991295021,0.19712041027542,0.28591338787696,"deseq2",0.28591338787696,-1.20104453701891,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV120","DESeq2",75.034791735352,6.81816455972986,0.805532588063313,8.40214504577276,4.38395869756527e-17,1.17636225051335e-15,"deseq2",1.17636225051335e-15,6.81816455972986,TRUE,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rubripirellula",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1245","DESeq2",20.0991506726638,-4.66251576553611,1.69253647506816,-2.7546662573469,0.00587520315566773,0.0137088073632247,"deseq2",0.0137088073632247,-4.66251576553611,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","OCS116 clade",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV125","DESeq2",39.7371614621842,-1.20125672820414,2.05122506408686,-1.24642978982254,0.212606650282897,0.300260269259179,"deseq2",0.300260269259179,-1.20125672820414,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1287","DESeq2",27.1593853348712,-3.24781104878309,1.99352755378806,-1.8277219240602,0.0675912960353001,0.1121876150689,"deseq2",0.1121876150689,-3.24781104878309,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1288","DESeq2",57.4825988798009,-1.20348497559123,2.05146099128019,-1.34207494073444,0.179571698145945,0.269487314192874,"deseq2",0.269487314192874,-1.20348497559123,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oceaniserpentilla",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV13","DESeq2",657.10568041986,-0.263388623313706,0.397752402527745,-0.662172726061541,0.507860531374826,0.58403961108105,"deseq2",0.58403961108105,-0.263388623313706,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV130","DESeq2",53.0948800220589,-5.80735122264052,1.67336801308903,-3.47046132278244,0.000519565163908606,0.00278503846218691,"deseq2",0.00278503846218691,-5.80735122264052,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV131","DESeq2",84.3016773799682,-6.36945066706405,1.62820083214217,-3.82692191239137,0.000129755654812709,0.00094957547385664,"deseq2",0.00094957547385664,-6.36945066706405,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV133","DESeq2",118.239720430928,1.1847631511495,0.321201545650897,3.69004272575764,0.000224216390513179,0.00150411828635925,"deseq2",0.00150411828635925,1.1847631511495,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1369","DESeq2",30.5766442865015,-3.39489779269614,1.97927260707924,-1.90905190531441,0.0562553961387455,0.0963523274291279,"deseq2",0.0963523274291279,-3.39489779269614,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV141","DESeq2",182.450011820943,-2.25490435840308,0.405492372084565,-5.53646507776184,3.08637343920735e-08,4.96906123712383e-07,"deseq2",4.96906123712383e-07,-2.25490435840308,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV147","DESeq2",82.7865042128251,0.0405120611067797,0.373166615701908,0.108567178772742,0.913545794378958,0.936820846465046,"deseq2",0.936820846465046,0.0405120611067797,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Nisaeaceae","OM75 clade",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1514","DESeq2",67.3510153482076,6.38526294553481,2.09306653830752,2.59425760655934,0.00947954304339328,0.0214958652110749,"deseq2",0.0214958652110749,6.38526294553481,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Holosporales","Holosporaceae",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV155","DESeq2",51.9512790674329,-5.78521629330933,1.67303739375059,-3.45790524103565,0.000544392825820492,0.00278503846218691,"deseq2",0.00278503846218691,-5.78521629330933,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV157","DESeq2",50.6465098351771,-5.79191339874229,1.65490477575254,-3.49985889596926,0.000465504496985859,0.00267665085766869,"deseq2",0.00267665085766869,-5.79191339874229,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV168","DESeq2",77.2417238958464,7.08177058514928,2.0886175427657,2.86252429967983,0.00420281031963134,0.0109137493783975,"deseq2",0.0109137493783975,7.08177058514928,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oleibacter",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV170","DESeq2",35.0649517030847,1.26465797566152,1.7214381543898,0.725422629030796,0.468192794717481,0.557906938772142,"deseq2",0.557906938772142,1.26465797566152,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV171","DESeq2",89.9583491713821,8.18590615695068,2.04518004146159,3.41983595249485,0.000626589095039254,0.00296708365592117,"deseq2",0.00296708365592117,8.18590615695068,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV172","DESeq2",63.1121402563623,6.19096854680099,2.09213652414884,2.52096814827614,0.0117032445200958,0.0247923995754662,"deseq2",0.0247923995754662,6.19096854680099,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Jiella","aquimaris",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV173","DESeq2",51.0580727220619,0.643032828109504,1.00076001488735,0.64265474897228,0.520448149358197,0.594270581891274,"deseq2",0.594270581891274,0.643032828109504,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV174","DESeq2",25.2248011317553,-4.91984715482192,1.68412602620023,-2.92136657810826,0.0034849950860493,0.00964796563181166,"deseq2",0.00964796563181166,-4.91984715482192,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV178","DESeq2",42.9552223734773,-2.76797484920815,0.804375177531552,-3.32539799517671,0.00088292401060594,0.00364489142839888,"deseq2",0.00364489142839888,-2.76797484920815,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV179","DESeq2",62.8709835976983,0.140370773291235,0.810452604197123,0.173215664253271,0.862481911456045,0.895868308028537,"deseq2",0.895868308028537,0.140370773291235,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV180","DESeq2",63.5912975105727,3.71921157849934,2.01374544803653,1.69076659391901,0.0908813897820509,0.144870334207032,"deseq2",0.144870334207032,3.71921157849934,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV182","DESeq2",68.0382085703473,-6.08481655646323,1.65425529374743,-3.62771141593158,0.00028594460921497,0.00184148328334441,"deseq2",0.00184148328334441,-6.08481655646323,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV184","DESeq2",65.1077668189034,0.260482502763637,0.62203134492237,0.418858197336949,0.675319769334875,0.744701937417225,"deseq2",0.744701937417225,0.260482502763637,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV188","DESeq2",64.2258473289241,-0.14837946223404,0.986240130945074,-0.150435331309489,0.880421168076603,0.908639795258545,"deseq2",0.908639795258545,-0.14837946223404,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","OM60(NOR5) clade",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV190","DESeq2",35.856980845797,-1.19684554798327,2.05051732378659,-1.21807747167228,0.223194533995533,0.306101245393234,"deseq2",0.306101245393234,-1.19684554798327,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV191","DESeq2",54.575562297711,-5.80616239793963,1.67945821753291,-3.44370722010886,0.000573796696079026,0.00279943236571889,"deseq2",0.00279943236571889,-5.80616239793963,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade IV",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV192","DESeq2",44.8611697349304,-0.110440464811199,0.421427284404984,-0.262004577852373,0.793317912830856,0.857209288360858,"deseq2",0.857209288360858,-0.110440464811199,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV198","DESeq2",31.943746072896,-3.39855589697696,1.97945507984356,-1.92200512741805,0.0546051125785284,0.0955589470124247,"deseq2",0.0955589470124247,-3.39855589697696,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV2","DESeq2",858.767264420569,-9.16156030236433,1.44083373510086,-5.43168824276901,5.58233863141762e-08,8.17051381507488e-07,"deseq2",8.17051381507488e-07,-9.16156030236433,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV20","DESeq2",480.225037999696,1.57225794659395,0.170245244111012,9.23627450664086,2.55229141668614e-20,1.02729729521617e-18,"deseq2",1.02729729521617e-18,1.57225794659395,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV202","DESeq2",41.5621247711783,-1.99954294833784,0.705858830667252,-2.79160821173848,0.00524468174181664,0.0126028919467534,"deseq2",0.0126028919467534,-1.99954294833784,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Ectothiorhodospiraceae",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV204","DESeq2",68.2184055376517,1.22896953119337,0.624726094572922,1.96839582015385,0.0490225124606345,0.0892074747942265,"deseq2",0.0892074747942265,1.22896953119337,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV207","DESeq2",58.3969676439742,1.23679599493166,1.75518651111509,0.694505462058347,0.487365276618517,0.568592822721604,"deseq2",0.568592822721604,1.23679599493166,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV2090","DESeq2",65.9380569842591,6.37517895138526,2.09306117272647,2.58711699019656,0.00967827258635644,0.0216416928667137,"deseq2",0.0216416928667137,6.37517895138526,TRUE,"Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales",NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV21","DESeq2",235.455853458367,0.0553305106016308,0.217130633720855,0.254830714888129,0.798853851188512,0.857436466942337,"deseq2",0.857436466942337,0.0553305106016308,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV211","DESeq2",28.3676164150567,-5.04296144276769,1.69756612438638,-2.97059770186709,0.00297220846936599,0.00866819202881653,"deseq2",0.00866819202881653,-5.04296144276769,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV223","DESeq2",43.1839600006066,-0.915385062132011,2.09321668987777,-0.501721819134249,0.615863214145846,0.688569288038064,"deseq2",0.688569288038064,-0.915385062132011,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Aestuariicella",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV224","DESeq2",59.9515794612118,-0.0241723398339741,0.500187231318279,-0.048325553736804,0.9614567894046,0.979712298064182,"deseq2",0.979712298064182,-0.0241723398339741,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV227","DESeq2",34.748477741713,-5.3134011029512,1.67391594505014,-3.17426454620417,0.00150216710501023,0.00562439311410806,"deseq2",0.00562439311410806,-5.3134011029512,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","S25-593",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV234","DESeq2",48.1260489937659,-5.72825682087114,1.65742811262179,-3.45612421995954,0.000548002713970065,0.00278503846218691,"deseq2",0.00278503846218691,-5.72825682087114,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV236","DESeq2",50.3233796711604,1.60392191870691,2.07649710139619,0.714786971254492,0.474740687029711,0.557906938772142,"deseq2",0.557906938772142,1.60392191870691,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV24","DESeq2",388.700897166278,-1.21312345809204,2.05280177773087,-3.92154770527331,8.79820248113733e-05,0.000674528856887196,"deseq2",0.000674528856887196,-1.21312345809204,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV241","DESeq2",25.0484682722531,-4.94512909764788,1.66718381912037,-2.96620205984904,0.00301502331437097,0.00866819202881653,"deseq2",0.00866819202881653,-4.94512909764788,TRUE,"Bacteria","Marinimicrobia (SAR406 clade)",NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV242","DESeq2",58.457822964587,-5.46578985083959,1.7388049870576,-3.03147868039161,0.0024335910554826,0.0074835167238175,"deseq2",0.0074835167238175,-5.46578985083959,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV243","DESeq2",51.916680032032,-1.81770361512168,0.764275915001782,-2.3577229354536,0.01838741088891,0.0370046644139314,"deseq2",0.0370046644139314,-1.81770361512168,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV248","DESeq2",44.0625791772075,0.373866956907727,2.09185329058453,0.173334933488899,0.862388166308499,0.895868308028537,"deseq2",0.895868308028537,0.373866956907727,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas","australica",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV249","DESeq2",56.653334858404,-5.91890375690446,1.65777270480698,-3.570403660189,0.000356431531006139,0.00220713371123032,"deseq2",0.00220713371123032,-5.91890375690446,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV256","DESeq2",23.0552059539952,-1.23473314322366,2.0570217855526,-1.12153273905631,0.262061163842618,0.329623807645793,"deseq2",0.329623807645793,-1.23473314322366,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amylibacter",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV258","DESeq2",31.433294976091,-5.23452010848844,1.66143452953197,-3.15060169005133,0.00162934525543437,0.00582943524722073,"deseq2",0.00582943524722073,-5.23452010848844,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","OCS116 clade",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV259","DESeq2",32.2668301096742,0.517052303363745,0.457726321675282,1.13071660262531,0.258174391089836,0.329623807645793,"deseq2",0.329623807645793,0.517052303363745,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV263","DESeq2",56.1167358708146,-5.87516779832806,1.67046919991911,-3.51629307797136,0.000437617625324508,0.00260949769174985,"deseq2",0.00260949769174985,-5.87516779832806,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV267","DESeq2",22.4345845858607,-4.81518997021339,1.66835459387583,-2.88624009047351,0.00389874616791333,0.0104616355505674,"deseq2",0.0104616355505674,-4.81518997021339,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV27","DESeq2",1909.39533931,-1.5583874237446,2.08765793037224,-5.00822942480186,5.49330312981069e-07,6.80324464538093e-06,"deseq2",6.80324464538093e-06,-1.5583874237446,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oceaniserpentilla",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV270","DESeq2",42.3447374637538,0.00810503258074321,0.616417516479427,0.0131489677985505,0.989508943913057,0.998591252904753,"deseq2",0.998591252904753,0.00810503258074321,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV271","DESeq2",26.0707786164557,0.147031320848825,0.514981301422925,0.285630770958865,0.775160933050295,0.843249393385794,"deseq2",0.843249393385794,0.147031320848825,FALSE,"Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV272","DESeq2",37.0788929052712,-5.39436843583909,1.67553957070174,-3.21945775623897,0.00128433282523555,0.00492327583006963,"deseq2",0.00492327583006963,-5.39436843583909,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV275","DESeq2",20.8837872815195,-1.71885242133779,0.833517698459895,-2.01923608654687,0.0434626872636703,0.0813661935982665,"deseq2",0.0813661935982665,-1.71885242133779,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353 marine group",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV277","DESeq2",30.8134121995167,0.381883007352928,1.73629388074804,0.219028394654756,0.826627929010165,0.881371500467792,"deseq2",0.881371500467792,0.381883007352928,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV280","DESeq2",47.9598195466283,0.30164182924987,0.523566652353958,0.576365557581773,0.564368119633035,0.639882163809286,"deseq2",0.639882163809286,0.30164182924987,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV290","DESeq2",36.506313186077,-5.39100820612381,1.66395334114009,-3.23990693483232,0.00119568717840446,0.00469525940788093,"deseq2",0.00469525940788093,-5.39100820612381,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
