"TaxaID","rab.all","rab.win.control","rab.win.S-3","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV42",-2.19434585081765,0.381106609567224,-6.58045053134584,-6.19053070396485,4.79325134804351,-1.0758871264596,0.155042055993885,0.176507530280463,0.709370750661348,0.310416666666667,0.86335831037869,"ALDEx2",0.709370750661348,-1.0758871264596,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas",NA
"ASV45",3.89988838124714,4.1951613872414,3.65273758057346,-0.534012568522258,0.387843406751809,-1.16988009372387,0.139538641846235,0.139854345209369,0.690102562394968,0.352083333333333,0.882027434434531,"ALDEx2",0.690102562394968,-1.16988009372387,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV47",3.31306087123428,3.6796934850339,2.33912043009644,-1.30668284462041,0.460362952239977,-2.89340021898671,0.000547999460257121,0.0150300627528379,0.284800338929752,0.133333333333333,0.671073892825956,"ALDEx2",0.284800338929752,-2.89340021898671,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV49",0.624052550075446,2.61561673934859,-6.05537951310699,-9.12747416220451,3.75908651314875,-2.44258511273146,0.000547999460257121,0.0499116753821668,0.391731278221167,0.133333333333333,0.671073892825956,"ALDEx2",0.391731278221167,-2.44258511273146,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA
"ASV50",-4.42522840738291,1.49837588614217,-6.42881605405267,-8.49627995116706,9.66542892858927,-0.854980289984159,0.232560015435696,0.258890155915972,0.809379036690972,0.468229166666666,0.911987707664239,"ALDEx2",0.809379036690972,-0.854980289984159,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA
"ASV51",3.87930155004089,3.90017469353528,3.85648067244744,-0.0321367166477704,0.369348761977536,-0.0560379003199117,0.465116454608099,0.701039062812466,0.978214929025386,0.763020833333332,0.96042696597053,"ALDEx2",0.978214929025386,-0.0560379003199117,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV53",-1.96660078350513,1.91103733273952,-6.00482588134078,-7.34492890672301,5.79046219444169,-1.23977198763454,0.13281655334062,0.151221991356788,0.703221741382676,0.329166666666666,0.892889072888609,"ALDEx2",0.703221741382676,-1.23977198763454,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA
"ASV56",2.86813142392048,3.11397129472681,-2.56319297665058,-5.69911394173678,2.93333698216595,-2.67559578028523,0.000547999460257121,0.207969201487526,0.805076038624911,0.133333333333333,0.671073892825956,"ALDEx2",0.805076038624911,-2.67559578028523,FALSE,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopelagicus",NA
"ASV60",2.90913466959743,2.84536945851556,3.10339714266751,0.313793120230539,0.794026280691951,0.413126578221693,0.317830509222098,0.568577600984159,0.971036967931507,0.414062499999999,0.813470029657698,"ALDEx2",0.971036967931507,0.413126578221693,FALSE,"Bacteria","Marinimicrobia (SAR406 clade)",NA,NA,NA,NA,NA
"ASV62",0.40445279581852,0.962346229341945,-0.274693562357355,-1.20628332994579,0.95423054086059,-0.978622670171699,0.164065614388277,0.194319139139509,0.763827597960576,0.358333333333333,0.92616141914651,"ALDEx2",0.763827597960576,-0.978622670171699,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas",NA
"ASV64",1.58072744391358,1.23719405713447,2.45512682473159,1.23726434463817,1.06181401209003,1.18867541635595,0.0468878823465655,0.163725401569212,0.530913491261128,0.0604166666666666,0.171697956045394,"ALDEx2",0.530913491261128,1.18867541635595,FALSE,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV65",1.26168262486337,0.884344699304645,3.80147738984033,2.98512301952868,0.716172900196345,4.29500960612978,0.000547999460257121,0.00832671418640164,0.0733452884345049,0,0,"ALDEx2",0.0733452884345049,4.29500960612978,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ascidiaceihabitans",NA
"ASV67",-4.77282130488068,-0.00451831103003908,-6.29249216088837,-7.04529701997537,7.59916429552697,-0.791923692859248,0.224808178412025,0.278243527940694,0.843038391967906,0.522916666666666,0.93631661502011,"ALDEx2",0.843038391967906,-0.791923692859248,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Glaciecola",NA
"ASV69",1.24445860422592,0.985861431404364,4.34004748757444,3.29686875673219,0.642296594328307,5.23181281689139,0.000547999460257121,0.028020481726015,0.152703633769403,0,0,"ALDEx2",0.152703633769403,5.23181281689139,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA
"ASV71",2.47399904773918,1.85813534463271,3.72273737232396,1.91686695001092,1.05623164434366,1.76737921349639,0.000547999460257121,0.051519821351553,0.237338739844744,0,0,"ALDEx2",0.237338739844744,1.76737921349639,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA
"ASV72",3.39963138992958,3.71432191853437,2.44376211259009,-1.19822912065029,0.462804335762336,-2.53158730565733,0.000547999460257121,0.0475492310995078,0.416879840187106,0.133333333333333,0.671073892825956,"ALDEx2",0.416879840187106,-2.53158730565733,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade",NA,NA
"ASV73",2.75801985091779,2.51881122746056,3.41511698273607,0.950998925306076,0.466623954481376,2.09661616324486,0.00789046640005469,0.0347725601310371,0.179235745311204,0.00416666666666667,0.0121574167791273,"ALDEx2",0.179235745311204,2.09661616324486,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA
"ASV74",2.67795258268178,3.0024875722681,-6.38005063122307,-9.3188376481756,2.9241636670281,-3.20986319326066,0.000547999460257121,0.0969955059311022,0.557057255706425,0.133333333333333,0.671073892825956,"ALDEx2",0.557057255706425,-3.20986319326066,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV76",0.403700782707419,0.987187705535107,-6.40295411441242,-7.8504353032469,3.00599969120718,-2.40226649901998,0.000547999460257121,0.0718145265464543,0.444658508070558,0.133333333333333,0.671073892825956,"ALDEx2",0.444658508070558,-2.40226649901998,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA
"ASV81",-4.62451621358848,0.56551724124437,-5.94793546144742,-5.96906434694397,7.95446369499996,-0.733079031549156,0.317830509222098,0.319979500944853,0.869321292439974,0.575520833333333,0.956539065010485,"ALDEx2",0.869321292439974,-0.733079031549156,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA
"ASV82",1.90449379830397,1.63388705715296,2.39092811401231,0.820680943835761,0.562915432214931,1.38292002687727,0.07752677328281,0.120743403264033,0.416807188788774,0.0572916666666666,0.164135659352503,"ALDEx2",0.416807188788774,1.38292002687727,FALSE,"Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales",NA,NA,NA
"ASV85",2.58905973462165,1.78493390959763,2.86385771809733,1.13678515127144,1.59458207116952,0.705862330029028,0.250001695344365,0.235005370659337,0.689419302559554,0.331249999999999,0.725201436184445,"ALDEx2",0.689419302559554,0.705862330029028,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA
"ASV92",1.27171746916059,1.39728180428544,0.894220602185477,-0.606729458655385,0.798406633763472,-0.734353283292682,0.209304524505175,0.384177416173354,0.919868102449506,0.449479166666666,0.912788914156163,"ALDEx2",0.919868102449506,-0.734353283292682,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Coraliomargarita",NA
"ASV95",1.59418498059939,1.94302754798356,1.16254462768052,-0.756391005729382,0.511919438664235,-1.35429056159814,0.0697757370552277,0.106264230253586,0.620868050189029,0.216666666666666,0.774522632339839,"ALDEx2",0.620868050189029,-1.35429056159814,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV104",2.48785399604371,2.12687882625376,4.03833267470992,1.88744674683523,0.542922365398811,3.42016820366038,0.000547999460257121,0.00960098530690567,0.079807076845181,0,0,"ALDEx2",0.079807076845181,3.42016820366038,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA
"ASV108",3.03231746603662,3.17423639426877,2.8157373389146,-0.330514670111743,0.395768464508809,-0.792532646075347,0.210939708203646,0.374688766745245,0.877375468542181,0.513020833333333,0.959526816648956,"ALDEx2",0.877375468542181,-0.792532646075347,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA
"ASV111",2.8823312440872,3.46430782262807,-5.81097005640941,-9.297173659276,2.07165236503347,-4.22984038332754,0.000547999460257121,0.0828167602411726,0.502073715729594,0.133333333333333,0.671073892825956,"ALDEx2",0.502073715729594,-4.22984038332754,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA
"ASV113",3.31178477711423,3.1545385581692,3.47759205696011,0.330575903257382,0.325827770924648,0.999096530518688,0.155042055993885,0.196233768396134,0.540334541454399,0.1921875,0.395970714479748,"ALDEx2",0.540334541454399,0.999096530518688,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA
"ASV115",2.45889008744763,2.27779170468805,4.2533227808473,1.99343497928752,0.470706111962384,4.39392509506377,0.000547999460257121,0.00907748090586627,0.079487415901064,0,0,"ALDEx2",0.079487415901064,4.39392509506377,TRUE,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA
"ASV116",-1.6219301509224,1.78603963294366,-5.70742834965768,-7.13154695528381,5.02882287581567,-1.1979369274891,0.13281655334062,0.160269374996244,0.715136395030588,0.319791666666666,0.887333660253848,"ALDEx2",0.715136395030588,-1.1979369274891,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sedimentitalea",NA
"ASV117",-2.26687943793963,-4.86377052530734,2.20816968674772,6.79442589974272,3.39885720688668,2.04106428814385,0.000547999460257121,0.0240171455825552,0.137156734953598,0,0,"ALDEx2",0.137156734953598,2.04106428814385,TRUE,"Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade",NA,NA,NA
"ASV118",0.869571482633316,0.659691358497451,1.29082807410844,0.673165848526682,0.618466150545913,1.09079282397015,0.100780707861439,0.140404096477404,0.451661972970508,0.0828125,0.175974559749016,"ALDEx2",0.451661972970508,1.09079282397015,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA
"ASV124",-1.3516954334142,-2.67459804344742,1.7871472912824,4.80991919595376,3.48002078554911,1.77073397054498,0.000547999460257121,0.0449194593383201,0.212094379609007,0,0,"ALDEx2",0.212094379609007,1.77073397054498,TRUE,"Bacteria","SAR324 clade(Marine group B)",NA,NA,NA,NA,NA
"ASV125",1.53716175737228,0.67190567396936,1.53716175737228,-0.843676100045085,6.45770001690931,-0.0670601818020039,0.496124050418246,0.355188709331118,0.900059416702558,0.799999999999998,1,"ALDEx2",0.900059416702558,-0.0670601818020039,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA
"ASV130",2.41924719445541,2.26688247613484,2.51751015879912,0.239788309099194,0.439506210881372,0.53134325484418,0.317830509222098,0.437017442279036,0.814523494473347,0.402083333333333,0.711704505470008,"ALDEx2",0.814523494473347,0.53134325484418,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA
"ASV131",2.60551636613271,3.03982314717151,1.78066156659067,-1.25748823545567,0.583772647697105,-1.9152241489618,0.0155432426385351,0.0311498665274558,0.407272125911323,0.1375,0.678670415535917,"ALDEx2",0.407272125911323,-1.9152241489618,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA
"ASV133",2.57774645742342,2.89287807975425,2.12451649412968,-0.787765049822073,0.491699683569842,-1.37488820815755,0.0930292930848227,0.114965111748241,0.628671685272523,0.230208333333333,0.803846268756583,"ALDEx2",0.628671685272523,-1.37488820815755,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA
"ASV138",-0.496545549142477,-0.845422867497849,3.16415508711141,4.03071275844644,0.678132497524728,5.8562204086419,0.000547999460257121,0.00616516455854243,0.0597768254566581,0,0,"ALDEx2",0.0597768254566581,5.8562204086419,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA
"ASV141",3.7205562392007,4.19657276738875,1.33325288683729,-2.77886053419887,0.44431750159164,-5.75177694732829,0.000547999460257121,0.00493687746816385,0.14641979299973,0.133333333333333,0.671073892825956,"ALDEx2",0.14641979299973,-5.75177694732829,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA
"ASV143",0.891652544519335,-1.35618767525791,1.94424798956083,4.79139359823348,5.08135902118711,1.20387312566554,0.000547999460257121,0.127686178883245,0.459107771144064,0.003125,0.00923763183516805,"ALDEx2",0.459107771144064,1.20387312566554,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV147",2.32874303675579,2.64155985092351,1.74846180102566,-0.843103578503595,0.506645890017534,-1.5416569589279,0.0387751645274906,0.0804216472730923,0.538297383149494,0.166666666666666,0.724384184368387,"ALDEx2",0.538297383149494,-1.5416569589279,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Nisaeaceae","OM75 clade",NA
"ASV154",-4.38897145795355,-6.17704679260527,5.37412684072481,11.5275104516055,2.92859842996087,4.28271210572895,0.000547999460257121,0.00418026837867872,0.0498572527868524,0,0,"ALDEx2",0.0498572527868524,4.28271210572895,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11",NA
"ASV155",2.34160455068043,2.43694440465235,2.19284620758228,-0.253774000275871,0.582474747721839,-0.408888887659783,0.312501109694578,0.757767285968513,0.992579923714574,0.733333333333332,0.997587719298246,"ALDEx2",0.992579923714574,-0.408888887659783,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA
"ASV157",2.2660521550806,2.30773835996719,2.15087197530996,-0.103086110147856,0.452075380804212,-0.213484637054024,0.375000678151136,0.703542202837713,0.976327120867118,0.753124999999999,0.989553384356682,"ALDEx2",0.976327120867118,-0.213484637054024,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA
"ASV170",1.04987040803815,0.992366087727589,1.11649021531081,0.0929993621323781,1.37380706472829,0.0341039842326359,0.460937699897913,0.458801273851663,0.982407428799127,0.670833333333332,0.969068026901069,"ALDEx2",0.982407428799127,0.0341039842326359,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA
"ASV171",-4.87017495498277,-6.32308160521588,4.79584111707297,11.2054355825027,2.50215164570649,4.28040094393018,0.000547999460257121,0.00462032162622651,0.0518864457628506,0,0,"ALDEx2",0.0518864457628506,4.28040094393018,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA
"ASV173",1.13175531453726,1.53688113040425,0.983687807534714,-0.604487431789234,0.916974506416871,-0.559252524030763,0.281251375942352,0.312913652956389,0.867572604540132,0.623437499999999,0.947356115363785,"ALDEx2",0.867572604540132,-0.559252524030763,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA
"ASV174",1.59875213860937,1.19013396148168,3.77557202930806,2.56078600810562,0.603305104878654,4.0105507880609,0.000547999460257121,0.0191400503142261,0.117898410769596,0,0,"ALDEx2",0.117898410769596,4.0105507880609,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA
"ASV176",0.631813816947266,0.191631978124359,1.13607740487912,0.999633641238111,0.910326043007263,0.98019568754724,0.0620249244046617,0.249243623031393,0.717340691259982,0.0791666666666666,0.202930928865574,"ALDEx2",0.717340691259982,0.98019568754724,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA
"ASV178",2.29454161508785,2.06316999609641,3.41116306455031,1.4803496693339,0.596654014847677,2.26850380459494,0.000547999460257121,0.0902016247657852,0.344263532527717,0,0,"ALDEx2",0.344263532527717,2.26850380459494,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA
"ASV179",1.43341541194899,2.11211604102153,1.10246148266189,-0.960060312171302,0.984042078603427,-1.13875586385129,0.156253315143681,0.15783345948322,0.732798406647776,0.397395833333333,0.887579654348645,"ALDEx2",0.732798406647776,-1.13875586385129,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA
"ASV182",2.55893672124921,2.73920812147051,2.39376617625946,-0.318632498281842,0.547857581391012,-0.462685149833381,0.333334272252202,0.508596838086462,0.945727613699292,0.629687499999999,0.99529528445968,"ALDEx2",0.945727613699292,-0.462685149833381,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA
"ASV184",1.85945630296822,2.26327174095275,1.3132199167586,-1.01221214544205,0.770963143212385,-1.28673678630804,0.171877931106058,0.165196922248388,0.73635928726408,0.358333333333333,0.928799033478562,"ALDEx2",0.73635928726408,-1.28673678630804,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA
"ASV185",-1.23836702295834,-1.83513227763107,2.87168259184443,4.80850097978383,1.24762823336191,4.19576355076663,0.000547999460257121,0.0226674373370335,0.125118856723182,0,0,"ALDEx2",0.125118856723182,4.19576355076663,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SCGC AAA164-E04",NA
"ASV188",2.58066235261696,2.26701957471701,2.89948776483878,0.490234786481698,1.19060986952374,0.435834704192481,0.335938435121624,0.436479220689152,0.944877866264488,0.445833333333332,0.868296186133308,"ALDEx2",0.944877866264488,0.435834704192481,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","OM60(NOR5) clade",NA
"ASV190",-4.58734762430662,-0.0218050999273043,-6.15771725296055,-6.46610546304933,6.79390578357996,-0.915438826027612,0.195314964938317,0.303559055445159,0.855194116536156,0.515624999999999,0.931224478114438,"ALDEx2",0.855194116536156,-0.915438826027612,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas",NA
"ASV191",2.17629118876548,2.21262978890211,2.0598351653286,-0.178070054359802,0.61003934371395,-0.27901885152368,0.372093708611091,0.604533778528458,0.961559816253457,0.742708333333332,0.983773245250615,"ALDEx2",0.961559816253457,-0.27901885152368,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade IV",NA,NA
"ASV192",2.06138798898169,1.80558441779034,2.61461464953211,0.808691258414628,0.446247895056971,1.78967856580571,0.0155432426385351,0.0800651301803034,0.300628928502954,0.0260416666666667,0.0760328829557181,"ALDEx2",0.300628928502954,1.78967856580571,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA
"ASV198",1.74748233311533,1.87983442611012,0.427357977404796,-0.333554129856563,7.19059627114185,-0.056963663078592,0.403101279361307,0.733818912701674,1,0.711979166666665,0.999516369047619,"ALDEx2",1,-0.056963663078592,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA
"ASV199",0.536280194778778,0.350047018420715,1.146430012321,0.923045133032934,1.18514808961293,0.536460626277209,0.195314964938317,0.285333136592902,0.782754689766661,0.188541666666666,0.44919443623277,"ALDEx2",0.782754689766661,0.536460626277209,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA
"ASV202",2.26735031117386,2.01979830832796,2.86665993582909,0.870483383369503,0.501140835765701,1.62835361241649,0.00789046640005469,0.0518155234096036,0.235244276165735,0.0104166666666667,0.0308760413821329,"ALDEx2",0.235244276165735,1.62835361241649,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Ectothiorhodospiraceae",NA,NA
