"TaxaID","rab.all","rab.win.control","rab.win.pollution_cruise","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV24",-3.76500829808199,4.08013247019298,-4.42175623810704,-9.31155182793023,9.84443234286006,-0.826034732826718,0.22957246670288,0.181431528259249,0.518387608893102,0.220072115384615,0.524620084183696,"ALDEx2",0.518387608893102,-0.826034732826718,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA
"ASV27",-3.3690988611991,5.76280348486817,-4.38789399553566,-10.7598966600219,8.25440509375958,-1.20225758563536,0.11328247379655,0.0967969410262376,0.355523509790479,0.0598339160839161,0.242199378596958,"ALDEx2",0.355523509790479,-1.20225758563536,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oceaniserpentilla",NA
"ASV30",6.40150944735273,6.99426732193503,6.06285805333673,-0.871897889230285,0.698431864572217,-1.17753808055724,0.101168698545098,0.0123340660271507,0.119144669265303,0.024104020979021,0.144213136874303,"ALDEx2",0.119144669265303,-1.17753808055724,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA
"ASV34",6.65549113474511,6.73918047754879,6.07666345579403,-0.547590119226681,1.25572406483935,-0.277322468811244,0.42801565694614,0.117636257580111,0.398341934600665,0.681118881118882,0.991777653815663,"ALDEx2",0.398341934600665,-0.277322468811244,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade IV",NA,NA
"ASV35",2.61947444292218,0.794241861770239,3.90946221862981,2.99346946638097,2.48554705180009,1.22729658161088,0.00394539012341145,0.0459799341170703,0.328337478726142,0.00107080419580419,0.0160745140330623,"ALDEx2",0.328337478726142,1.22729658161088,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA
"ASV36",-3.13121135698806,-3.53424328165287,-2.86941974948823,1.47446665760931,7.2190196944203,0.214550960629237,0.404669385514707,0.339080592760862,0.851703741231066,0.553212412587413,0.907601176802674,"ALDEx2",0.851703741231066,0.214550960629237,FALSE,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae",NA,NA
"ASV37",5.15417974409023,6.33234495334054,4.34963651813684,-1.92946084048387,1.39257133640072,-1.28794683184011,0.0156349870380704,0.022890058074802,0.163016006741157,0.00472027972027972,0.0481688399127014,"ALDEx2",0.163016006741157,-1.28794683184011,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA
"ASV39",5.86326751240629,6.0024417432028,5.44789216998094,-0.501670364236803,1.05234257902793,-0.454370384636238,0.291829111493151,0.0690020254636219,0.295227503592209,0.363177447552447,0.806372749288249,"ALDEx2",0.295227503592209,-0.454370384636238,FALSE,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA
"ASV40",6.43930509142755,6.70522810491859,5.53382737328476,-1.1628403301328,1.29247646616854,-0.771892664916256,0.140078763462657,0.0873531753585052,0.333722669827761,0.0816215034965036,0.322257345119237,"ALDEx2",0.333722669827761,-0.771892664916256,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV42",-3.32061425903447,2.93739204186521,-4.32066879495803,-6.58897968339879,4.56103282944917,-1.25679630851978,0.11328247379655,0.0890685788964791,0.292978011568874,0.0590690559440559,0.235541690246671,"ALDEx2",0.292978011568874,-1.25679630851978,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas",NA
"ASV45",5.90975380711327,6.6085772518171,5.6645490811169,-1.02203329552314,0.6856625700065,-1.48204506195356,0.0273493949895425,0.00370972892076968,0.0608546371784345,0.00906905594405594,0.0742307377959196,"ALDEx2",0.0608546371784345,-1.48204506195356,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV47",5.13089302411547,6.05597952182607,4.53788551890322,-1.58460697908763,0.962468251152327,-0.83025264340062,0.230469233107769,0.0619860438265306,0.281481372649309,0.14340034965035,0.484039487162102,"ALDEx2",0.281481372649309,-0.83025264340062,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV49",-2.86540508499147,5.11415338165199,-4.38780902536512,-9.73481743825856,4.16246788507211,-2.50903842750436,0.00027407495720991,0.000838277519328189,0.0264810208597368,0.0027972027972028,0.0347968542771992,"ALDEx2",0.0264810208597368,-2.50903842750436,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA
"ASV50",-3.5860956948188,4.00693413983863,-4.24821214623858,-9.06532134930122,9.05945597198975,-0.839006747817951,0.194553144002082,0.17641737807656,0.505590677609155,0.194296328671329,0.484552315317053,"ALDEx2",0.505590677609155,-0.839006747817951,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA
"ASV51",5.81544701848348,6.33576278042768,5.07813361890531,-1.04824657123052,1.11643109348523,-0.80341825676176,0.105059690637337,0.0981243932997991,0.35684547573484,0.0399694055944056,0.202431094914384,"ALDEx2",0.35684547573484,-0.80341825676176,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV53",-3.26777938961294,4.42956455591002,-4.34793929170965,-8.4806576453788,6.01031669947909,-1.26398765422046,0.0781268619047577,0.0766500015541347,0.300571265388645,0.0509833916083916,0.211783066387138,"ALDEx2",0.300571265388645,-1.26398765422046,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA
"ASV56",5.24706686576822,5.56443104018233,4.13697207655303,-1.37873684508337,2.52804141994118,-0.375613022546038,0.351562706989741,0.301542815960139,0.790242503597285,0.413986013986014,0.994011936557412,"ALDEx2",0.790242503597285,-0.375613022546038,FALSE,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopelagicus",NA
"ASV60",4.89749553627217,5.19117347030218,4.67228204383317,-0.624546979699555,1.06001262579059,-0.338994302978148,0.272373903130409,0.181486526260893,0.535087777661681,0.259702797202797,0.697726515311308,"ALDEx2",0.535087777661681,-0.338994302978148,FALSE,"Bacteria","Marinimicrobia (SAR406 clade)",NA,NA,NA,NA,NA
"ASV62",2.36347967979814,3.28616378151428,1.77244069181614,-1.73040762995431,3.43150058268713,-0.447154704458635,0.269531622113792,0.0730246870655582,0.305365608521519,0.282583041958042,0.75431117222117,"ALDEx2",0.305365608521519,-0.447154704458635,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas",NA
"ASV64",3.79495007630002,3.61021910028113,3.87703255439088,0.330085541330763,1.00204839243981,0.320428681690995,0.377432071143519,0.496660717383293,0.975007231205226,0.468695367132867,0.92143963425266,"ALDEx2",0.975007231205226,0.320428681690995,FALSE,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV65",4.24069684792402,3.30113831823526,4.51541105728024,1.34069296148887,0.922165516070741,1.41503279424671,0.0351606042929372,0.0204358730573161,0.220663142673266,0.00465472027972025,0.0593409343969803,"ALDEx2",0.220663142673266,1.41503279424671,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ascidiaceihabitans",NA
"ASV67",-3.57034342997052,2.61899019821663,-4.37416474531382,-6.96776062144462,6.97664353982815,-0.860285277929312,0.199219349346839,0.174038559087646,0.498167998021384,0.198273601398601,0.485121031405794,"ALDEx2",0.498167998021384,-0.860285277929312,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Glaciecola",NA
"ASV69",4.69049733780657,3.48058373388191,4.9706187066496,1.50857750787068,0.73732776819202,1.82752614905036,0.0544774359544385,0.00123620696514889,0.0596920092910897,0.0083479020979021,0.0913807244053449,"ALDEx2",0.0596920092910897,1.82752614905036,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA
"ASV70",-0.850476834870396,-3.50476227562466,2.39358096964273,6.14402228704235,5.39890597712877,0.896502428798548,0.175097985768232,0.0629807881257728,0.378918824476623,0.0914554195804195,0.400492119781112,"ALDEx2",0.378918824476623,0.896502428798548,FALSE,"Bacteria","SAR324 clade(Marine group B)",NA,NA,NA,NA,NA
"ASV71",4.74522386127568,4.30692450303868,5.12209155640106,0.689124152163724,1.24288309727599,0.555319147723171,0.268482862091158,0.226981088495251,0.815862289533387,0.184986888111888,0.667481778696384,"ALDEx2",0.815862289533387,0.555319147723171,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA
"ASV72",4.73049808575242,6.11609618968661,4.0836140011231,-2.09548429082183,1.25705809101724,-1.63431129265664,0.00027407495720991,0.0246177184438697,0.17491812430221,0.0027972027972028,0.0347968542771992,"ALDEx2",0.17491812430221,-1.63431129265664,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade",NA,NA
"ASV73",5.04032230553733,4.95188745812212,5.10123701330488,0.162518252119646,0.595411040891294,0.228986992616416,0.39688729540729,0.639341578831383,0.972191835506009,0.558435314685314,0.941870829847594,"ALDEx2",0.972191835506009,0.228986992616416,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA
"ASV74",4.58436843860378,5.35290344777082,4.23010583523517,-1.20174751723703,0.903590693787107,-0.840468618228362,0.207031817285088,0.149652583950664,0.465900384637339,0.148317307692308,0.49577577970448,"ALDEx2",0.465900384637339,-0.840468618228362,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV76",-2.87895325352588,3.49859633215833,-4.43577664677709,-8.41331877178053,3.26233342562343,-2.45270639542158,0.0039300390166358,0.000244875854001826,0.0127733840598792,0.00281905594405595,0.0349646497684212,"ALDEx2",0.0127733840598792,-2.45270639542158,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA
"ASV81",-3.68903657942269,3.08590801981627,-4.35973971294362,-7.7255996001801,7.93626673206797,-0.876649796776897,0.221790391686418,0.184633658183905,0.512868466559773,0.220039335664336,0.513094734383358,"ALDEx2",0.512868466559773,-0.876649796776897,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA
"ASV82",4.90167893679822,4.08924640401458,5.4828654919796,1.31904792507266,0.843559690225171,0.871671068610542,0.218750523151062,0.134557656774842,0.600741834670803,0.10777972027972,0.479296299305759,"ALDEx2",0.600741834670803,0.871671068610542,FALSE,"Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales",NA,NA,NA
"ASV85",4.35241804806654,4.34429450994054,4.35241804806654,-0.334213822733657,2.18182224439835,-0.135010093163131,0.421875101826505,0.693636898812038,0.995358165345573,0.761440122377623,0.999302026414881,"ALDEx2",0.995358165345573,-0.135010093163131,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA
"ASV92",2.56124189749653,3.89616357108392,1.55596711363628,-2.51176674352221,1.49950996969532,-1.57003605343677,0.00394539012341145,0.0074874444622724,0.078370736523992,0.00332167832167833,0.03831630746936,"ALDEx2",0.078370736523992,-1.57003605343677,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Coraliomargarita",NA
"ASV94",3.25524678417923,-3.73943206273792,3.77087168439751,7.22916901362147,3.19653708411709,2.11726349422324,0.0546902377467867,0.0150294883698544,0.17015216860094,0.00906905594405594,0.098201408018748,"ALDEx2",0.17015216860094,2.11726349422324,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade",NA,NA
"ASV95",3.96069742093058,4.38727174843511,3.50213594911146,-1.01487090080449,1.0813620245325,-0.550266691884385,0.249027660649115,0.512713094713555,0.976079170656576,0.245891608391608,0.698093385036313,"ALDEx2",0.976079170656576,-0.550266691884385,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV103",-1.72973679300083,-3.68063876523223,1.86153973402735,5.09704889601803,5.95643881761892,0.787074707264676,0.250000423850461,0.132992298191621,0.543394000593533,0.172486888111888,0.56158665209723,"ALDEx2",0.543394000593533,0.787074707264676,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus"
"ASV104",4.18231883309864,4.64601258070929,3.9677016900637,-0.701255000250562,1.02022646132543,-0.458430315715597,0.218750523151062,0.137735608838202,0.442054755998896,0.127666083916084,0.434607132673156,"ALDEx2",0.442054755998896,-0.458430315715597,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA
"ASV108",4.89169009087543,5.56761709137707,4.54489044615574,-1.05962816387551,0.667037793254623,-1.53651494401435,0.0505866086184938,0.00297049091880027,0.054390577175095,0.0140297202797203,0.0974396741132355,"ALDEx2",0.054390577175095,-1.53651494401435,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA
"ASV111",4.00022473557822,5.90989017250967,3.63487792298681,-2.25029449002865,0.986713838334699,-2.18228121631757,0.00027407495720991,0.0158200252183233,0.135261329068517,0.0027972027972028,0.0347968542771992,"ALDEx2",0.135261329068517,-2.18228121631757,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA
"ASV113",5.23634753969708,5.57459388762726,3.92901332853721,-1.64165400966329,2.14209333968385,-0.636850155378082,0.199219349346839,0.0482250612028858,0.246844819961404,0.0803103146853148,0.318843233783357,"ALDEx2",0.246844819961404,-0.636850155378082,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA
"ASV115",4.91580844712675,4.61939800359632,5.18519038491005,0.75373581750776,1.02006486353855,0.658852942208004,0.217899354808526,0.119569576019438,0.573242490081,0.118006993006993,0.490509316311212,"ALDEx2",0.573242490081,0.658852942208004,FALSE,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA
"ASV116",-3.32681648042885,4.33730819459721,-4.33699563398893,-8.2682405592512,5.32343197136037,-1.32027416480318,0.097657701363377,0.0736814781486495,0.287018978126887,0.0522945804195804,0.215060090914592,"ALDEx2",0.287018978126887,-1.32027416480318,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sedimentitalea",NA
"ASV117",3.92252372400913,-2.39300074302569,4.41816036478799,6.62471895608021,2.93591362373439,2.27868709203733,0.00027407495720991,0.0262151552030853,0.264378596501047,4.37062937062929e-05,0.000944238053613037,"ALDEx2",0.264378596501047,2.27868709203733,FALSE,"Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade",NA,NA,NA
"ASV118",2.3396687884411,3.0501088418744,1.83031494112908,-1.57814272928051,4.15621531035601,-0.541803533586922,0.311284324344511,0.0655368645856633,0.289151513299514,0.372574300699301,0.853184952829,"ALDEx2",0.289151513299514,-0.541803533586922,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA
"ASV120",3.16593764148043,0.19502691855558,3.4721138538465,3.72694104606278,2.05257129238867,1.70440556835015,0.0544774359544385,0.0298323646751982,0.250779850827328,0.00692744755244752,0.0898056207078711,"ALDEx2",0.250779850827328,1.70440556835015,FALSE,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rubripirellula",NA
"ASV122",-1.4546515588093,-3.60053894467824,2.5280313088419,4.73749852632352,5.49795613844052,0.78361532746563,0.210938052075943,0.139489398138503,0.512706877281159,0.139991258741259,0.484042471589462,"ALDEx2",0.512706877281159,0.78361532746563,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus"
"ASV123",-3.19454892983568,-3.6960495631303,-2.70513369845393,2.1093935758769,5.64427321830761,0.32738019931001,0.369649981900468,0.4568969114346,0.854272313101275,0.532659527972028,0.877032316986665,"ALDEx2",0.854272313101275,0.32738019931001,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA
"ASV124",3.91225584977417,-0.262891416778171,4.74552565126989,4.98938059704712,3.2087372999143,1.79448031461384,0.0116864462584882,0.038128377851403,0.309126782991184,0.000874125874125858,0.0167793634271915,"ALDEx2",0.309126782991184,1.79448031461384,FALSE,"Bacteria","SAR324 clade(Marine group B)",NA,NA,NA,NA,NA
"ASV125",3.731098012368,2.67969534717172,3.731098012368,-0.419934851918218,7.60226483761205,-0.0540245870693599,0.466926111951107,0.694761262236953,1,0.838439685314686,1,"ALDEx2",1,-0.0540245870693599,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA
"ASV128",-3.66644018477252,-3.62585064362806,-3.67992739700005,0.835472556576625,7.02816259283282,0.130194713380699,0.435797747730562,0.55185271494446,0.936762473963292,0.691881555944057,0.935882623848076,"ALDEx2",0.936762473963292,0.130194713380699,FALSE,"Bacteria","Marinimicrobia (SAR406 clade)",NA,NA,NA,NA,NA
"ASV130",4.61484751418382,4.79334201723556,4.28489134004464,-0.473320245062525,1.04543552100973,-0.210488458612955,0.392996250434203,0.220356122844659,0.618080217011877,0.49145541958042,0.924476127452661,"ALDEx2",0.618080217011877,-0.210488458612955,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA
"ASV131",3.85958733403743,5.46299065357134,1.95858681839986,-3.60443110187284,3.65157446736382,-1.14601525097343,0.00394539012341145,0.00747392116479322,0.0956248638042259,0.00336538461538462,0.0387225131241602,"ALDEx2",0.0956248638042259,-1.14601525097343,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA
"ASV133",4.73827564238016,5.3293091458264,3.98246696288451,-1.21383265779338,1.37437207819793,-0.834328374721968,0.0429722818783319,0.0581000624388027,0.271546988361327,0.0153190559440559,0.101816550596612,"ALDEx2",0.271546988361327,-0.834328374721968,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA
"ASV136",1.74406193092392,-3.75434918548533,2.75242797673883,6.21470917992523,3.01303762808964,1.81449334216638,0.0700409924281698,0.02360391256665,0.215021048708797,0.00631555944055943,0.0732222862913559,"ALDEx2",0.215021048708797,1.81449334216638,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","KI89A clade",NA,NA
"ASV138",2.40413381948789,1.62482703159853,4.25906149831988,2.48187905559774,1.80485259471553,0.680274790592732,0.221790391686418,0.57400295845462,0.949440952246434,0.131752622377622,0.5445086262267,"ALDEx2",0.949440952246434,0.680274790592732,FALSE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA
"ASV141",2.98750762027757,6.60813963559358,2.56543747269076,-3.96681803093037,1.06504830872182,-3.91192672792422,0.00027407495720991,0.00112810716752167,0.0240843678056072,0.0027972027972028,0.0347968542771992,"ALDEx2",0.0240843678056072,-3.91192672792422,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA
"ASV143",2.81055771248768,1.05555555656439,2.83921207615185,0.733541963437629,5.19932867948145,0.215964620740334,0.35019476017559,0.379076448459861,0.985079260251186,0.404064685314685,0.925212090813543,"ALDEx2",0.985079260251186,0.215964620740334,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV144",2.11679952800062,-3.66259691317794,3.34299761133653,6.45336336911653,4.26183156525387,1.34674364855839,0.108950686845767,0.027289503528915,0.238301242866301,0.0262456293706293,0.183349974807469,"ALDEx2",0.238301242866301,1.34674364855839,TRUE,"Bacteria","Marinimicrobia (SAR406 clade)",NA,NA,NA,NA,NA
"ASV147",4.3923201705737,5.0762462497249,4.11385814392277,-1.1085644046101,0.743983611799636,-1.47073007204199,0.0585962933905079,0.00615781786441903,0.0817042460082218,0.0133741258741259,0.0937716987433356,"ALDEx2",0.0817042460082218,-1.47073007204199,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Nisaeaceae","OM75 clade",NA
"ASV154",-0.912079621648944,-3.56477862820271,3.23222885307691,5.60533990853343,6.11817758653573,0.86303316994763,0.218750523151062,0.0624295225449061,0.37809651037545,0.0980332167832168,0.419140156825399,"ALDEx2",0.37809651037545,0.86303316994763,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11",NA
"ASV155",4.05682267560502,4.89196199385794,3.10914168369251,-1.51518714783525,1.51126809856307,-0.874814659822895,0.0894957523426363,0.0442692835883743,0.23871657008466,0.0209134615384615,0.129762827600458,"ALDEx2",0.23871657008466,-0.874814659822895,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA
"ASV157",4.3756590159408,4.71973416782518,3.63633646486212,-1.03663041962866,0.962688941840698,-0.831356029146798,0.22957246670288,0.0364232854398501,0.215933309642116,0.130157342657343,0.443030197904911,"ALDEx2",0.215933309642116,-0.831356029146798,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA
"ASV158",1.83894202688087,-3.80751051917443,2.64694642964637,5.96508526083937,4.22913103002504,1.27969210379252,0.101563888007956,0.0341824136557009,0.249802696585708,0.0222902097902098,0.16432242942189,"ALDEx2",0.249802696585708,1.27969210379252,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade","Candidatus Puniceispirillum",NA
"ASV165",3.44815794294424,-2.60987202351577,3.71468371379386,5.74848097060783,5.41499432710759,0.896740856453985,0.163424901017525,0.121188042581056,0.584360282441717,0.0586319930069929,0.32109716578761,"ALDEx2",0.584360282441717,0.896740856453985,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade III",NA,NA
"ASV166",0.208931445243151,-3.60671637905932,1.87607912488989,5.2942304362514,4.32276765604997,1.10012864843589,0.109376274686956,0.0502941329544397,0.328095142306584,0.0338286713286713,0.21274346724276,"ALDEx2",0.328095142306584,1.10012864843589,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group",NA,NA
"ASV167",-3.10370894188741,-3.59369302653719,-2.81492388510961,1.77504140599707,7.2729141071765,0.257753171966595,0.377432071143519,0.381559075740499,0.83010628640791,0.534167395104895,0.857270879704189,"ALDEx2",0.83010628640791,0.257753171966595,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","HOC36",NA,NA,NA
