"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","rab.all","rab.win.control","rab.win.Dor.out","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","significant_in_aldex2","significant_in_lefse","method_overlap","relab_control","relab_contrast","dominant_group","avg_relab","Kingdom","Phylum","Class","Order","Family","Genus","Species","tax_group","neg_log_p"
"ASV1218","DESeq2",55.9177727413715,-2.4106485431471,1.21209224630349,-1.98883257482987,0.0467196859622305,0.0547574813965928,"deseq2",0.0547574813965928,-2.4106485431471,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00451800899342625,0.00178424016770302,"control",0.00451800899342625,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aureicoccus","marinus","Aureicoccus",1.26155653571549
"ASV1227","DESeq2",23.9977381864158,7.93190612757857,1.52596609214616,5.19795699812894,2.01490722784791e-07,4.04999573915465e-07,"deseq2",4.04999573915465e-07,7.93190612757857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.006879972244486,"contrast",0.006879972244486,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera",NA,"Thauera",6.39254543368968
"ASV1232","DESeq2",45.34307957928,-9.3003061328391,3.17580480031731,-2.92848796371548,0.00340615020152734,0.00431709734844745,"deseq2",0.00431709734844745,-9.3003061328391,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00436006961258227,0,"control",0.00436006961258227,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,2.36480815810378
"ASV1233","DESeq2",59.5570152408281,-9.68504815785388,1.55032270863596,-6.2471175219869,4.18096483851094e-10,2.84828229623558e-09,"deseq2",2.84828229623558e-09,-9.68504815785388,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0054230284346084,0,"control",0.0054230284346084,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA,NA,8.54541696952195
"ASV1236","DESeq2",23.6971503869956,7.91617898030737,1.35515813516346,5.8415167757175,5.17276685215982e-09,1.65832819672182e-08,"deseq2",1.65832819672182e-08,7.91617898030737,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.00709182376456386,"contrast",0.00709182376456386,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Epibacterium",NA,"Epibacterium",7.78032951484726
"ASV1244","DESeq2",24.2011519374277,7.94585966469176,1.37338897436142,5.78558573938334,7.22600920691726e-09,2.18787500987217e-08,"deseq2",2.18787500987217e-08,7.94585966469176,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.00719951389289055,"contrast",0.00719951389289055,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,7.65997749224415
"ASV1253","DESeq2",60.2582794624485,-9.70330377397204,1.52669318156752,-6.35576544856856,2.07391273393704e-10,1.61468919999384e-09,"deseq2",1.61468919999384e-09,-9.70330377397204,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00545809837927336,0,"control",0.00545809837927336,"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella",NA,"Arenicella",8.79191105953558
"ASV13","DESeq2",103.031153858047,-10.4868981131949,1.55046833465809,-6.76369705770704,1.34514202310119e-11,2.44367467530049e-10,"deseq2",2.44367467530049e-10,-10.4868981131949,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00915929924084153,0,"control",0.00915929924084153,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,"Clade Ib",9.6119566119017
"ASV1328","DESeq2",50.4266379695147,-9.44556611887832,1.88632907560493,-5.00737980505824,5.5175984829159e-07,1.03692799075489e-06,"deseq2",1.03692799075489e-06,-9.44556611887832,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00482684466345141,0,"control",0.00482684466345141,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,5.98425140205228
"ASV1331","DESeq2",31.3340241105224,8.31811201934848,1.47411333551596,5.64279002091589,1.6731635891285e-08,4.44816661500015e-08,"deseq2",4.44816661500015e-08,8.31811201934848,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.00911591797790152,"contrast",0.00911591797790152,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,7.35181895375065
"ASV1334","DESeq2",35.1408737718842,-8.95145471066369,1.60944199317235,-5.56183742479566,2.66948925023845e-08,6.7668448436277e-08,"deseq2",6.7668448436277e-08,-8.95145471066369,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00303419663710719,0,"control",0.00303419663710719,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Dasania",NA,"Dasania",7.1696137813012
"ASV141","DESeq2",29.2703767195298,-8.67023066458805,1.57706686459072,-5.49769376255213,3.8479040808621e-08,9.5323078366811e-08,"deseq2",9.5323078366811e-08,-8.67023066458805,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00260779967750312,0,"control",0.00260779967750312,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",7.020801940978
"ASV1415","DESeq2",51.0649422692259,-4.21612204626391,1.3418062638685,-3.14212428410389,0.00167726823130634,0.00237431476899209,"deseq2",0.00237431476899209,-4.21612204626391,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00459277392996912,0.000578703703703704,"control",0.00459277392996912,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,"Yoonia-Loktanella",2.62446170603246
"ASV1467","DESeq2",19.1001063765571,7.60253696712534,1.2877518261494,5.90372835258037,3.55377146637567e-09,1.34000280204412e-08,"deseq2",1.34000280204412e-08,7.60253696712534,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.00570272024118223,"contrast",0.00570272024118223,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,7.87289429349264
"ASV1480","DESeq2",24.1469122246553,7.94568632733753,1.35427871753812,5.8670982748526,4.43487841118546e-09,1.46485377824005e-08,"deseq2",1.46485377824005e-08,7.94568632733753,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.00733032270259604,"contrast",0.00733032270259604,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,7.83420572443808
"ASV1498","DESeq2",32.2598300749095,-8.79594005433828,1.64192332560377,-5.35709549719919,8.45704267086513e-08,1.88126051249857e-07,"deseq2",1.88126051249857e-07,-8.79594005433828,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00295822325786239,0,"control",0.00295822325786239,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","guineae","Marinobacter",6.72555106021431
"ASV1510","DESeq2",44.160208085945,-9.24778656564108,1.57315401314788,-5.87850044455359,4.13999696596645e-09,1.44890341729838e-08,"deseq2",1.44890341729838e-08,-9.24778656564108,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00405578148810098,0,"control",0.00405578148810098,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,"Yoonia-Loktanella",7.83896056327441
"ASV1526","DESeq2",16.7767220316313,7.40863953427434,1.28391463318851,5.77035212681978,7.91060559050024e-09,2.31710455831025e-08,"deseq2",2.31710455831025e-08,7.40863953427434,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.00493311006980641,"contrast",0.00493311006980641,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula",NA,"Rhodopirellula",7.63505436842296
"ASV160","DESeq2",147.411123414012,-0.87197356049945,0.452229579429788,-1.92816569318379,0.0538345199198842,0.0624251348007168,"deseq2",0.0624251348007168,-0.87197356049945,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00975858915422139,0.0114647196189605,"contrast",0.0114647196189605,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","dokdonensis","Polaribacter",1.20464051116093
"ASV169","DESeq2",100.626823996299,-0.385354201779124,2.08649305293677,-0.184689904064973,0.853472265338541,0.869425017961691,"deseq2",0.869425017961691,-0.385354201779124,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00530217482913785,0.0101574773273218,"contrast",0.0101574773273218,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea","eurytherma","Thalassotalea",0.0607678670133837
"ASV1733","DESeq2",43.4904917440353,-9.2263442651151,1.56293908492071,-5.90320144536097,3.56514506965867e-09,1.34000280204412e-08,"deseq2",1.34000280204412e-08,-9.2263442651151,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00397575379457161,0,"control",0.00397575379457161,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tateyamaria",NA,"Tateyamaria",7.87289429349264
"ASV175","DESeq2",225.367085085779,-11.6160555944026,1.65251792813403,-7.02930685146581,2.07562058416367e-12,5.656066091846e-11,"deseq2",5.656066091846e-11,-11.6160555944026,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0201835129798666,0,"control",0.0201835129798666,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia",NA,"Colwellia",10.2474855243957
"ASV1755","DESeq2",15.6489341280858,7.31569167632483,1.23373546438223,5.92970850520863,3.03472931883399e-09,1.27225190674194e-08,"deseq2",1.27225190674194e-08,7.31569167632483,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.00470957188349261,"contrast",0.00470957188349261,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Actibacter",NA,"Actibacter",7.89542688957089
"ASV180","DESeq2",71.6810630839183,-4.03945967093058,1.73653676360659,-2.32615845260948,0.0200100991987832,0.0242344534740818,"deseq2",0.0242344534740818,-4.03945967093058,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00651120882563335,0.000944200779727095,"control",0.00651120882563335,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas",NA,"Pseudoalteromonas",1.61556676987012
"ASV1836","DESeq2",55.642997350309,-9.59909698291584,3.09466424037766,-3.10182179303058,0.00192333704469506,0.00268774022912515,"deseq2",0.00268774022912515,-9.59909698291584,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00475929225851361,0,"control",0.00475929225851361,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Alcanivorax",NA,"Alcanivorax",2.5706127082779
"ASV1880","DESeq2",14.912141453576,7.24557261957169,1.22702627178803,5.90498572537765,3.52677286251869e-09,1.34000280204412e-08,"deseq2",1.34000280204412e-08,7.24557261957169,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.00448820732615188,"contrast",0.00448820732615188,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria",NA,"Ruegeria",7.87289429349264
"ASV1892","DESeq2",35.8588479843458,-1.85773456458326,0.98691697284183,-1.88236155188811,0.0597869424896481,0.068597649803912,"deseq2",0.068597649803912,-1.85773456458326,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00278778270624356,0.0016156338600391,"control",0.00278778270624356,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae",NA,NA,NA,1.1636907632244
"ASV1915","DESeq2",17.4253707244513,7.46474128704991,1.29442870584331,5.76682304197408,8.07797919410913e-09,2.31710455831025e-08,"deseq2",2.31710455831025e-08,7.46474128704991,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.00512401653747853,"contrast",0.00512401653747853,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter clade NAC11-7 lineage",NA,"Roseobacter clade NAC11-7 lineage",7.63505436842296
"ASV2","DESeq2",50.7460386190603,-9.47518557401166,1.52764131444627,-6.20249366419246,5.5575422939506e-10,3.56336535318009e-09,"deseq2",3.56336535318009e-09,-9.47518557401166,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00446230148378429,0,"control",0.00446230148378429,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus","Prochlorococcus MIT9313",8.44813964699069
"ASV20","DESeq2",81.0637491532123,-3.55150088397561,1.75311219063322,-2.0258263578059,0.0427825818836113,0.0506880589708003,"deseq2",0.0506880589708003,-3.55150088397561,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00676687792174908,0.00114462028466209,"control",0.00676687792174908,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",1.29509433916545
"ASV223","DESeq2",139.284979724092,-10.9261087370277,1.65510338553975,-6.60146600658703,4.07111625471109e-11,4.85346052458689e-10,"deseq2",4.85346052458689e-10,-10.9261087370277,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0118902614101523,0,"control",0.0118902614101523,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Aestuariicella",NA,"Aestuariicella",9.31394849834104
"ASV2303","DESeq2",45.4330845407149,-9.30455509274461,3.17652906369569,-2.92915786576162,0.00339881754067889,0.00431709734844745,"deseq2",0.00431709734844745,-9.30455509274461,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00420326117277115,0,"control",0.00420326117277115,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA,"Winogradskyella",2.36480815810378
"ASV236","DESeq2",147.792808212849,-11.0069432436983,3.28760421708148,-3.3480134824348,0.000813930515819224,0.00119889765167967,"deseq2",0.00119889765167967,-11.0069432436983,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0134912869552687,0,"control",0.0134912869552687,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,"Aurantivirga",2.92121789046911
"ASV24","DESeq2",429.15439832272,-12.5457790386124,2.06838126131504,-6.06550604245758,1.31538824603483e-09,7.4995231572966e-09,"deseq2",7.4995231572966e-09,-12.5457790386124,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.0353401887892061,0,"control",0.0353401887892061,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,"Pseudophaeobacter",8.12496634950675
"ASV248","DESeq2",26.5171641322773,-8.53210171265318,2.8849731934255,-2.95742841981922,0.00310216765855739,0.00412361310710678,"deseq2",0.00412361310710678,-8.53210171265318,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00225398240476077,0,"control",0.00225398240476077,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas","australica","Alteromonas",2.38472208861906
