"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","rab.all","rab.win.control","rab.win.S.3","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","significant_in_aldex2","significant_in_lefse","method_overlap","relab_control","relab_contrast","dominant_group","avg_relab","Kingdom","Phylum","Class","Order","Family","Genus","Species","tax_group","neg_log_p"
"ASV1369","DESeq2",34.3868597967619,-8.30694354774623,2.6476983561827,-3.1374206689174,0.00170441391059787,0.00430473769727923,"deseq2",0.00430473769727923,-8.30694354774623,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00193553628748992,0,"control",0.00193553628748992,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",2.36605330648555
"ASV138","DESeq2",48.0286768568892,3.72610641814413,0.311706992297074,11.9538749858808,6.19670625889303e-33,2.03458522166988e-31,"deseq2",2.03458522166988e-31,3.72610641814413,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.000324967279470864,0.00537758095149239,"contrast",0.00537758095149239,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA,NA,30.6915241143505
"ASV141","DESeq2",202.140000215379,-2.99300245180429,0.240280808272493,-12.4562692847697,1.29278172519284e-35,5.09355999725978e-34,"deseq2",5.09355999725978e-34,-2.99300245180429,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00984605328042583,0.00152871388513628,"control",0.00984605328042583,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",33.2929785739023
"ASV143","DESeq2",27.7059851526589,1.92818881521279,2.26170650315947,0.852537149501595,0.393916029243438,0.500654566199725,"deseq2",0.500654566199725,1.92818881521279,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000485994746566555,0.00233261436695786,"contrast",0.00233261436695786,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,0.300461818515283
"ASV147","DESeq2",88.2454410720136,-1.21713121080398,0.266195450443146,-4.57232161097334,4.82349828646011e-06,1.66706870602218e-05,"deseq2",1.66706870602218e-05,-1.21713121080398,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00375429296077315,0.00200927120854521,"control",0.00375429296077315,"Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Nisaeaceae","OM75 clade",NA,"OM75 clade",4.77804650093299
"ASV154","DESeq2",193.56944812368,11.53690984358,1.0263273294799,11.2409652478283,2.56561603946057e-29,7.22037656819618e-28,"deseq2",7.22037656819618e-28,11.53690984358,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0,0.0249085422657369,"contrast",0.0249085422657369,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11",NA,"HIMB11",27.1414401518452
"ASV155","DESeq2",78.6186947176836,-0.366817701501761,0.336939931333265,-1.08867387741866,0.27629772531991,0.370276543455934,"deseq2",0.370276543455934,-0.366817701501761,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0029523646623555,0.00280329686992919,"control",0.0029523646623555,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",0.431473799077519
"ASV157","DESeq2",76.0108618651561,-0.432915477032756,0.179597333382322,-2.41047831212046,0.0159316185017903,0.0323559674727081,"deseq2",0.0323559674727081,-0.432915477032756,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00282203707446493,0.00264167422584819,"control",0.00282203707446493,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA,NA,NA,1.4900456098496
"ASV170","DESeq2",32.3684861570788,-0.155317722526527,1.47137586357462,-0.105559514989726,0.915931847579086,0.959779648792978,"deseq2",0.959779648792978,-0.155317722526527,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00125110492475836,0.00129337263365062,"contrast",0.00129337263365062,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA,"NS5 marine group",0.0178284631039664
"ASV171","DESeq2",129.485225482327,10.9568529457324,1.02705050227583,10.6682708605402,1.43267624727459e-26,3.52796525891368e-25,"deseq2",3.52796525891368e-25,10.9568529457324,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0,0.0166521237231264,"contrast",0.0166521237231264,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS5 marine group",NA,"NS5 marine group",24.4524757001662
"ASV173","DESeq2",48.7880747572852,-1.11064296236081,0.729600575912831,-1.52226163057951,0.127943538044193,0.178757992870255,"deseq2",0.178757992870255,-1.11064296236081,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.0018465560588208,0.00116875142102567,"control",0.0018465560588208,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,0.747734530327781
"ASV174","DESeq2",89.5220719410436,2.20048996537106,0.25467282861006,8.64045833778492,5.59879545223827e-18,9.1913558674245e-17,"deseq2",9.1913558674245e-17,2.20048996537106,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00134887928967923,0.00800497187781825,"contrast",0.00800497187781825,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,"NS4 marine group",16.036620418722
"ASV176","DESeq2",21.7433330906859,0.772228229731858,1.30603721687302,0.591275822583958,0.554335626441642,0.674099496351873,"deseq2",0.674099496351873,0.772228229731858,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000653880498861877,0.00128263569144621,"contrast",0.00128263569144621,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,0.171275997340787
"ASV178","DESeq2",95.1512159655271,1.10553358608128,0.189312599572772,5.83972534620607,5.22869487927672e-09,2.40080298936885e-08,"deseq2",2.40080298936885e-08,1.10553358608128,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00237688755868904,0.00638202549288595,"contrast",0.00638202549288595,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA,NA,7.61964347681946
"ASV179","DESeq2",64.9688117143389,-1.43163399987691,0.603488978223709,-2.37226204874651,0.0176795467907024,0.0355394971200854,"deseq2",0.0355394971200854,-1.43163399987691,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00301300208839495,0.0013036295798463,"control",0.00301300208839495,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,1.44928872170565
"ASV182","DESeq2",98.4637898541349,-0.60788007615335,0.306495662629161,-1.98332358421934,0.0473312966780688,0.0764284052916357,"deseq2",0.0764284052916357,-0.60788007615335,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00387652058840947,0.00311772519992172,"control",0.00387652058840947,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",1.11674520204355
"ASV184","DESeq2",66.8120568249542,-1.24496264926483,0.434374902975323,-2.86610170324586,0.00415560717286309,0.00963123074181211,"deseq2",0.00963123074181211,-1.24496264926483,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00292538833858889,0.00149880516831608,"control",0.00292538833858889,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,2.0163182123329
"ASV185","DESeq2",37.380202987668,4.47067800853038,0.587025280272691,7.6158185324721,2.62025602870339e-14,2.86772465363649e-13,"deseq2",2.86772465363649e-13,4.47067800853038,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.000165130928914429,0.00440304512691903,"contrast",0.00440304512691903,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SCGC AAA164-E04",NA,"SCGC AAA164-E04",12.5424625500569
"ASV188","DESeq2",91.1195424584647,0.186251028092739,0.698372992894365,0.266692770178344,0.789705720935117,0.883931971728511,"deseq2",0.883931971728511,0.186251028092739,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00322122050422353,0.00428120602009584,"contrast",0.00428120602009584,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","OM60(NOR5) clade",NA,"OM60(NOR5) clade",0.053581157430107
"ASV190","DESeq2",38.4900077970474,-8.4684474369546,4.20720922513636,-2.0128420013816,0.0441312537203938,0.0721232065428905,"deseq2",0.0721232065428905,-8.4684474369546,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00161980494054538,0,"control",0.00161980494054538,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Alteromonas",NA,"Alteromonas",1.14192497311816
"ASV191","DESeq2",79.0499646337917,-0.590281091577888,0.343211665208116,-1.71987479277534,0.0854552034462675,0.12199039912257,"deseq2",0.12199039912257,-0.590281091577888,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00290286899204687,0.00253047419097875,"control",0.00290286899204687,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade IV",NA,NA,NA,0.913674347785605
"ASV192","DESeq2",68.9807906968334,0.507522193066063,0.216350721837959,2.34583082854785,0.018984722099251,0.0370296064708162,"deseq2",0.0370296064708162,0.507522193066063,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00209253169728856,0.00369519925867776,"contrast",0.00369519925867776,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,"NS2b marine group",1.43145090335594
"ASV198","DESeq2",46.9658681216952,-0.70038604394917,2.49003249988979,-0.281275864463684,0.778498820705523,0.876367243879931,"deseq2",0.876367243879931,-0.70038604394917,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00201723491375612,0.00137322396367365,"control",0.00201723491375612,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",0.0573138635029928
"ASV199","DESeq2",22.8259251462563,0.685349876184618,1.33528055008706,0.513262831649824,0.607767479843449,0.72563753654036,"deseq2",0.72563753654036,0.685349876184618,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000695117281750206,0.00131973499315291,"contrast",0.00131973499315291,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,0.139280259725939
"ASV2","DESeq2",975.760031527954,-3.49300287058771,0.22098888797914,-15.8062376010391,2.8180138648251e-56,3.47200678798318e-54,"deseq2",3.47200678798318e-54,-3.49300287058771,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0479335589553285,0.00533156682136557,"control",0.0479335589553285,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus","Prochlorococcus MIT9313",53.4594194344227
