"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","rab.all","rab.win.control","rab.win.pollution_cruise","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","significant_in_aldex2","significant_in_lefse","method_overlap","relab_control","relab_contrast","dominant_group","avg_relab","Kingdom","Phylum","Class","Order","Family","Genus","Species","tax_group","neg_log_p"
"ASV1095","DESeq2",2.9077438644181,3.35276407893274,2.05883372732749,1.26087578373222,0.207353604271472,0.353896776521021,"deseq2",0.353896776521021,3.35276407893274,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0,0.000655066518893946,"contrast",0.000655066518893946,"Archaea","Thermoplasmatota","Thermoplasmata","Marine Group III",NA,NA,NA,NA,0.451123393128263
"ASV111","DESeq2",108.106264462137,-1.80243359144764,1.0237975755596,-1.75897537317839,0.0785816915518447,0.172200620375956,"deseq2",0.172200620375956,-1.80243359144764,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00641035148628548,0.00246684316877314,"control",0.00641035148628548,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,0.76396528827511
"ASV1115","DESeq2",6.40269385627448,3.4613552858634,2.02926339294928,1.6956721988661,0.089947976321526,0.188887494555106,"deseq2",0.188887494555106,3.4613552858634,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0,0.000548438536522119,"contrast",0.000548438536522119,"Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II",NA,NA,NA,NA,0.723796793933596
"ASV1118","DESeq2",16.143240140078,5.29281057787899,1.71568023674686,3.07094123791603,0.00213385141491148,0.00983788639342308,"deseq2",0.00983788639342308,5.29281057787899,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.00105587520644029,"contrast",0.00105587520644029,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,2.00709819692147
"ASV1125","DESeq2",13.4026287287933,3.56335373220516,2.04926383009024,1.92944823517146,0.0536752405033346,0.124540590710352,"deseq2",0.124540590710352,3.56335373220516,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0,0.000823089496037425,"contrast",0.000823089496037425,"Bacteria","Marinimicrobia (SAR406 clade)",NA,NA,NA,NA,NA,NA,0.904689078701034
"ASV1127","DESeq2",11.6302794377626,0.103719588633807,1.3638097986118,0.0760506416446358,0.939378808615372,0.957673282416711,"deseq2",0.957673282416711,0.103719588633807,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000336568445494339,0.000555882133831252,"contrast",0.000555882133831252,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ascidiaceihabitans",NA,"Ascidiaceihabitans",0.0187826285462179
"ASV113","DESeq2",132.391571104123,-0.727324617541656,0.996291497088654,-0.729819642720755,0.465500436115211,0.614322136880669,"deseq2",0.614322136880669,-0.727324617541656,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00513222415700293,0.00429834054950429,"control",0.00513222415700293,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,"Cyanobium PCC-6307",0.211603834750595
"ASV1144","DESeq2",7.90341891496896,3.42276797838444,2.05736538132501,1.69804098381845,0.0895000268831514,0.188887494555106,"deseq2",0.188887494555106,3.42276797838444,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0,0.000685038029919379,"contrast",0.000685038029919379,"Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353 marine group",NA,NA,NA,NA,0.723796793933596
"ASV115","DESeq2",156.375052972098,1.09875408344625,0.619316811593,1.77408583904322,0.076048952774307,0.168733613967994,"deseq2",0.168733613967994,1.09875408344625,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.00241544796358166,0.00822741505788869,"contrast",0.00822741505788869,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,"Candidatus Actinomarina",0.772798391586187
"ASV1151","DESeq2",8.74988108548581,1.41358922993562,1.47329580006443,0.959499812275407,0.337307014193612,0.488726716568535,"deseq2",0.488726716568535,1.41358922993562,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000123017525265907,0.000530569911501957,"contrast",0.000530569911501957,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae",NA,NA,NA,0.310933919328396
"ASV116","DESeq2",41.3718997838365,-7.82497107080447,1.77328970629386,-4.23733449110857,2.2618904062411e-05,0.000217019214652862,"deseq2",0.000217019214652862,-7.82497107080447,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00316540418337923,0,"control",0.00316540418337923,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sedimentitalea",NA,"Sedimentitalea",3.66350181247277
"ASV1165","DESeq2",26.8887752826233,-7.1863186038592,2.01483681608094,-2.97850848987396,0.00289655004995641,0.0130161426295509,"deseq2",0.0130161426295509,-7.1863186038592,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00197160879319425,0,"control",0.00197160879319425,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA,NA,NA,1.8855177010909
"ASV117","DESeq2",68.0416865015125,4.81706951131199,1.04382995439865,4.55858699509133,5.14989319490587e-06,6.52391740405422e-05,"deseq2",6.52391740405422e-05,4.81706951131199,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",6.70151454228656e-05,0.00416733199188341,"contrast",0.00416733199188341,"Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade",NA,NA,NA,NA,4.18549154597489
"ASV1172","DESeq2",6.5271872702386,3.31585553404906,2.05942742960561,1.61405244453432,0.10651605121317,0.211246917210476,"deseq2",0.211246917210476,3.31585553404906,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0,0.000591493495741368,"contrast",0.000591493495741368,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,"Clade Ib",0.675209620121456
"ASV118","DESeq2",26.3021972949784,-0.160852615258503,1.40725649122823,-0.114268708790665,0.909024786759706,0.952481615731913,"deseq2",0.952481615731913,-0.160852615258503,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000814750948091075,0.000988057656121847,"contrast",0.000988057656121847,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,"NS4 marine group",0.021143398080938
"ASV1183","DESeq2",12.6041869046314,5.46489756813938,1.42292573959843,3.83687393272161,0.000124610398796033,0.000884733831451834,"deseq2",0.000884733831451834,5.46489756813938,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.000824870558060302,"contrast",0.000824870558060302,"Bacteria","PAUC34f",NA,NA,NA,NA,NA,NA,3.05318736536794
"ASV120","DESeq2",56.0554770801414,3.96175529168129,0.973326314802956,4.04364041593641,5.2627613508472e-05,0.000444828637988275,"deseq2",0.000444828637988275,3.96175529168129,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.000129013059060784,0.00344347441907134,"contrast",0.00344347441907134,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rubripirellula",NA,"Rubripirellula",3.35180726072475
"ASV1217","DESeq2",5.94425784081758,3.24607856512588,2.05996100387441,1.57313073213218,0.115688550191196,0.221996947664186,"deseq2",0.221996947664186,3.24607856512588,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0,0.000571319848755591,"contrast",0.000571319848755591,"Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosopelagicus",NA,"Candidatus Nitrosopelagicus",0.653652996818344
"ASV122","DESeq2",15.7749832961834,4.92297892056718,1.85826509371129,2.63376223060801,0.00844445997121217,0.0309049823688693,"deseq2",0.0309049823688693,4.92297892056718,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.000960181476027014,"contrast",0.000960181476027014,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313","marinus","Prochlorococcus MIT9313",1.50997149983481
"ASV123","DESeq2",17.5454368108044,3.62106368389419,2.04596043899817,2.04760955632629,0.0405982722246479,0.105973431174632,"deseq2",0.105973431174632,3.62106368389419,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0,0.000959638637851263,"contrast",0.000959638637851263,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,"NS4 marine group",0.974803003985913
"ASV124","DESeq2",91.7408126730095,4.76849133313109,0.981382523113253,4.81599905774857,1.46465214042052e-06,2.07980603939714e-05,"deseq2",2.07980603939714e-05,4.76849133313109,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.000124551611596244,0.0053998453357174,"contrast",0.0053998453357174,"Bacteria","SAR324 clade(Marine group B)",NA,NA,NA,NA,NA,NA,4.6819771650119
"ASV1242","DESeq2",15.2625351380427,0.169155063750056,1.6626982598648,0.101799823016472,0.918915566134114,0.952481615731913,"deseq2",0.952481615731913,0.169155063750056,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00043028133122884,0.000785918335945158,"contrast",0.000785918335945158,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,0.021143398080938
"ASV1245","DESeq2",12.5099765473664,-6.86916350075932,1.52470206701356,-4.43444682809468,9.23089980249711e-06,0.000102405294683952,"deseq2",0.000102405294683952,-6.86916350075932,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00120421428565934,0,"control",0.00120421428565934,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","OCS116 clade",NA,NA,NA,3.98967758835454
"ASV125","DESeq2",69.529166639292,-0.279177137849475,1.43663605450551,-0.194188375799132,0.846028384397008,0.911615647950964,"deseq2",0.911615647950964,-0.279177137849475,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00263231806473847,0.00259973312782472,"control",0.00263231806473847,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,0.0401882287303292
"ASV128","DESeq2",4.65939679479045,3.57731159342548,2.0484635208476,1.46716069288527,0.142332346905006,0.260453521398335,"deseq2",0.260453521398335,3.57731159342548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0,0.00127221217922101,"contrast",0.00127221217922101,"Bacteria","Marinimicrobia (SAR406 clade)",NA,NA,NA,NA,NA,NA,0.584269766418932
"ASV1287","DESeq2",16.0798968515363,-6.54663130882533,1.83642504989727,-3.41118407780678,0.000646814083339563,0.00342714924754544,"deseq2",0.00342714924754544,-6.54663130882533,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00151465401338965,0,"control",0.00151465401338965,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313",NA,"Prochlorococcus MIT9313",2.46506698224243
"ASV1288","DESeq2",32.4177959622884,-7.4299315737368,2.00282131228647,-3.1225633771478,0.00179283500570918,0.00848608569369011,"deseq2",0.00848608569369011,-7.4299315737368,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00236243674913325,0,"control",0.00236243674913325,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oceaniserpentilla",NA,"Oceaniserpentilla",2.07129258698033
"ASV13","DESeq2",625.984132829577,-1.31888920114913,0.569026052670946,-2.3176896164924,0.020466195751243,0.0632630547325335,"deseq2",0.0632630547325335,-1.31888920114913,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,TRUE,TRUE,"DESeq2 + ALDEx2 + LEfSe",0.0293267515775499,0.0178791306767518,"control",0.0293267515775499,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,"Clade Ib",1.19884984148364
"ASV130","DESeq2",102.414583663132,-0.083188691064421,0.882326846449824,-0.0942833366836635,0.92488408634629,0.953521506498154,"deseq2",0.953521506498154,-0.083188691064421,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00292342387774559,0.00412794633453721,"contrast",0.00412794633453721,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,"Clade Ia",0.0206695070771891
"ASV131","DESeq2",77.8284193689226,-1.90611305439979,1.39363700243056,-1.36258116749748,0.173014547409105,0.304060219456595,"deseq2",0.304060219456595,-1.90611305439979,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00483855624329587,0.00146753236920899,"control",0.00483855624329587,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",0.517040395379014
"ASV1316","DESeq2",9.34054013935674,4.26753238615284,1.90029005111896,2.22707990423615,0.0259419340130659,0.0761106328482511,"deseq2",0.0761106328482511,4.26753238615284,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0,0.000846828018261854,"contrast",0.000846828018261854,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA,"Burkholderia-Caballeronia-Paraburkholderia",1.11855466695152
"ASV133","DESeq2",103.594531497326,-0.802856796430702,1.07775944441535,-0.744577984036374,0.45652688132951,0.609274597263069,"deseq2",0.609274597263069,-0.802856796430702,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.00417726952526037,0.00335648057702046,"control",0.00417726952526037,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,0.215186928716919
"ASV1337","DESeq2",9.61915420502769,-0.74072958435465,1.68357828363521,-0.438140186134893,0.661284664785335,0.794666047011455,"deseq2",0.794666047011455,-0.74072958435465,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000436535379308231,0.000349088917018988,"control",0.000436535379308231,"Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae",NA,NA,NA,0.0998153423003026
"ASV136","DESeq2",26.5469148321747,6.42793126834814,1.40563256048015,4.5680030423319,4.9239288749448e-06,6.47405463187187e-05,"deseq2",6.47405463187187e-05,6.42793126834814,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0,0.00154797565323593,"contrast",0.00154797565323593,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","KI89A clade",NA,NA,NA,4.18882364008631
"ASV1365","DESeq2",10.5219759234415,4.43633074412244,1.88257221791397,2.33830716968872,0.0193713193582906,0.0608567997539217,"deseq2",0.0608567997539217,4.43633074412244,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0,0.000601433460822344,"contrast",0.000601433460822344,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,1.215690889404
"ASV1369","DESeq2",19.6202948717687,-6.86379380493051,1.80354486365039,-3.65324257728607,0.000258949383498382,0.00158441401337816,"deseq2",0.00158441401337816,-6.86379380493051,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"DESeq2 + ALDEx2",0.00193553628748992,0,"control",0.00193553628748992,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,"Synechococcus CC9902",2.80013132512542
"ASV138","DESeq2",59.9702793471553,2.61114498692618,1.13760442932919,2.29655327031685,0.0216442669918404,0.0656727759154132,"deseq2",0.0656727759154132,2.61114498692618,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,"DESeq2 only",0.000324967279470864,0.00344682330854817,"contrast",0.00344682330854817,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA,NA,1.18261462617827
