"TaxaID","method","score","adjusted_p_value","significant","Names","scores","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV523","LEfSe",-3.5787871680463,0.0832645166635506,TRUE,"ASV523",-3.5787871680463,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Colwellia","aquaemaris"
"ASV1415","LEfSe",-3.56957494226147,0.0832645166635506,TRUE,"ASV1415",-3.56957494226147,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA
"ASV479","LEfSe",-3.55883547364549,0.0832645166635506,TRUE,"ASV479",-3.55883547364549,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea",NA
"ASV1510","LEfSe",-3.51138648703479,0.0832645166635506,TRUE,"ASV1510",-3.51138648703479,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA
"ASV60","LEfSe",3.67610807753123,0.0832645166635506,TRUE,"ASV60",3.67610807753123,"Bacteria","Marinimicrobia (SAR406 clade)",NA,NA,NA,NA,NA
"ASV71","LEfSe",3.70134081288982,0.0832645166635506,TRUE,"ASV71",3.70134081288982,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA
"ASV211","LEfSe",3.70701462582701,0.0832645166635506,TRUE,"ASV211",3.70701462582701,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA
"ASV192","LEfSe",3.76124514005831,0.0832645166635506,TRUE,"ASV192",3.76124514005831,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA
"ASV118","LEfSe",3.7910493687132,0.0832645166635506,TRUE,"ASV118",3.7910493687132,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA
"ASV1157","LEfSe",3.81280191265735,0.0832645166635506,TRUE,"ASV1157",3.81280191265735,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Aureispira",NA
"ASV37","LEfSe",3.81465962518435,0.0832645166635506,TRUE,"ASV37",3.81465962518435,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA
"ASV1010","LEfSe",3.89650630329836,0.0832645166635506,TRUE,"ASV1010",3.89650630329836,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae",NA,NA
"ASV257","LEfSe",3.90702711006338,0.0832645166635506,TRUE,"ASV257",3.90702711006338,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ascidiaceihabitans",NA
"ASV1152","LEfSe",3.91888961134127,0.0832645166635506,TRUE,"ASV1152",3.91888961134127,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Aureispira",NA
"ASV66","LEfSe",4.01653445740547,0.0832645166635506,TRUE,"ASV66",4.01653445740547,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA
"ASV104","LEfSe",4.04818789368561,0.0832645166635506,TRUE,"ASV104",4.04818789368561,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA
"ASV391","LEfSe",4.06682869409443,0.0832645166635506,TRUE,"ASV391",4.06682869409443,"Bacteria","Verrucomicrobiota","Kiritimatiellae","Kiritimatiellales","Kiritimatiellaceae","R76-B128",NA
"ASV178","LEfSe",4.14416822584511,0.0832645166635506,TRUE,"ASV178",4.14416822584511,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA
"ASV246","LEfSe",4.15159327294441,0.0832645166635506,TRUE,"ASV246",4.15159327294441,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA
"ASV946","LEfSe",4.1542577138307,0.0832645166635506,TRUE,"ASV946",4.1542577138307,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix",NA
"ASV138","LEfSe",4.25306015066176,0.0832645166635506,TRUE,"ASV138",4.25306015066176,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA
"ASV576","LEfSe",4.29766562916697,0.0832645166635506,TRUE,"ASV576",4.29766562916697,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA
"ASV92","LEfSe",4.5159329776486,0.0832645166635506,TRUE,"ASV92",4.5159329776486,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Coraliomargarita",NA
"ASV102","LEfSe",4.79815180162166,0.0832645166635506,TRUE,"ASV102",4.79815180162166,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA
"ASV62","LEfSe",4.81354341343895,0.0832645166635506,TRUE,"ASV62",4.81354341343895,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas",NA
