"TaxaID","method","score","adjusted_p_value","significant","Names","scores","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV495","LEfSe",3.97625479204507,0.0832645166635506,TRUE,"ASV495",3.97625479204507,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA
"ASV160","LEfSe",3.97675395814995,0.0832645166635506,TRUE,"ASV160",3.97675395814995,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter","dokdonensis"
"ASV1244","LEfSe",4.00944614289765,0.0832645166635506,TRUE,"ASV1244",4.00944614289765,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV1158","LEfSe",4.01286226066056,0.0832645166635506,TRUE,"ASV1158",4.01286226066056,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Salinirepens",NA
"ASV1480","LEfSe",4.0177023975725,0.0832645166635506,TRUE,"ASV1480",4.0177023975725,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV1191","LEfSe",4.02346195022967,0.0832645166635506,TRUE,"ASV1191",4.02346195022967,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutimonas",NA
"ASV1236","LEfSe",4.0275024204034,0.0832645166635506,TRUE,"ASV1236",4.0275024204034,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Epibacterium",NA
"ASV814","LEfSe",4.06012091546716,0.0832645166635506,TRUE,"ASV814",4.06012091546716,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Oleiphilaceae","Oleiphilus",NA
"ASV725","LEfSe",4.06751124325855,0.0832645166635506,TRUE,"ASV725",4.06751124325855,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA
"ASV1331","LEfSe",4.09428120929358,0.0832645166635506,TRUE,"ASV1331",4.09428120929358,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV169","LEfSe",4.10019079092094,0.0832645166635506,TRUE,"ASV169",4.10019079092094,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Thalassotalea","eurytherma"
"ASV1075","LEfSe",4.1323858572107,0.0832645166635506,TRUE,"ASV1075",4.1323858572107,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria","conchae"
"ASV441","LEfSe",4.16248848975186,0.0832645166635506,TRUE,"ASV441",4.16248848975186,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella",NA
"ASV35","LEfSe",4.18957685014488,0.0832645166635506,TRUE,"ASV35",4.18957685014488,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",NA
"ASV965","LEfSe",4.23220073490726,0.0832645166635506,TRUE,"ASV965",4.23220073490726,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius",NA
"ASV457","LEfSe",4.2459819404798,0.0832645166635506,TRUE,"ASV457",4.2459819404798,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA
"ASV66","LEfSe",4.2913459375721,0.0832645166635506,TRUE,"ASV66",4.2913459375721,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio",NA
"ASV890","LEfSe",4.29718774211936,0.0832645166635506,TRUE,"ASV890",4.29718774211936,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutimonas",NA
"ASV855","LEfSe",4.34613336534338,0.0832645166635506,TRUE,"ASV855",4.34613336534338,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Robiginitalea",NA
"ASV537","LEfSe",4.38644135077272,0.0832645166635506,TRUE,"ASV537",4.38644135077272,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria",NA
"ASV578","LEfSe",4.49307442127958,0.0832645166635506,TRUE,"ASV578",4.49307442127958,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Actibacter",NA
"ASV831","LEfSe",4.56573827848194,0.0832645166635506,TRUE,"ASV831",4.56573827848194,"Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Oscillatoriaceae",NA,NA
