"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species","rab.all","rab.win.control","rab.win.S.2","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","TaxLabel","significance_label"
"ASV104","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,4.02784761981913,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV104",4.02784761981913,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,TRUE,"NS2b marine group","Significant"
"ASV104","DESeq2",65.365443425926,3.39256112348985,3.12286819611418,1.0863606500304,0.277319463705127,0.308132737450142,"deseq2",0.308132737450142,3.39256112348985,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS2b marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,"NS2b marine group","Significant"
"ASV111","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",1,0.276431921176281,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,2.22779242074502,2.22779242074502,2.90773322183268,2.27381488094205,7.88610574524534,0.276431921176281,0.335938435121624,0.763238003439223,1,0.449999999999999,0.985389856832443,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,"Not Significant"
"ASV111","DESeq2",57.4382926793368,-1.15439735372599,3.34617522079293,-0.344990108871956,0.730101806753777,0.747967047077159,"deseq2",0.747967047077159,-1.15439735372599,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,"Not Significant"
"ASV1133","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.565279731489078,-1.49483738244994,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,0.523231318448707,2.48771895555668,-2.71182558245691,-4.62261762501232,2.85413597560747,-1.49483738244994,0.00789046640005469,0.145873289590145,0.565279731489078,0.221875,0.570155258394578,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Aurantivirga","Significant"
"ASV1133","DESeq2",47.3815677266827,-8.42488850051239,2.09415974930007,-4.02304002993478,5.74517271336659e-05,0.000168975668040194,"deseq2",0.000168975668040194,-8.42488850051239,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Aurantivirga","Significant"
"ASV1152","DESeq2",42.8663782208769,9.3980445263152,1.99781736930128,4.70415598078523,2.54918306296666e-06,1.45866642492738e-05,"deseq2",1.45866642492738e-05,9.3980445263152,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Aureispira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,"Aureispira","Significant"
"ASV1152","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.136659350184843,4.67467571674523,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Aureispira",NA,-3.9630142670379,-6.30758681217499,5.70025899302479,11.9459716966754,2.77452211364153,4.67467571674523,0.000547999460257121,0.0156304406473753,0.136659350184843,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE,"Aureispira","Significant"
"ASV1157","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,3.80042054754588,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Aureispira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV1157",3.80042054754588,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2,TRUE,"Aureispira","Significant"
"ASV1157","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.23593151579828,3.07294078411156,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Aureispira",NA,-0.853443550503198,-5.17529320815119,5.37522435611063,10.3571932456655,3.7228944524442,3.07294078411156,0.000547999460257121,0.0495521326788089,0.23593151579828,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,2,TRUE,"Aureispira","Significant"
"ASV1157","DESeq2",35.530144680078,5.21545424366014,2.62184857195911,1.98922786748246,0.0466760572950047,0.0663945378361547,"deseq2",0.0663945378361547,5.21545424366014,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Aureispira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,"Aureispira","Significant"
"ASV116","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.984114705155703,0.0699945302511038,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sedimentitalea",NA,-3.76668953048224,-4.31064314184319,-2.77315376366829,0.523318534352606,7.45276239677667,0.0699945302511038,0.488372151282746,0.813469827754736,0.984114705155703,0.6703125,0.989932570927962,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sedimentitalea","Not Significant"
"ASV116","DESeq2",36.4494550945273,-21.5774012427672,4.40873902950014,-4.89423417861357,NA,NA,"deseq2",NA,-21.5774012427672,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sedimentitalea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Sedimentitalea","Not Significant"
"ASV118","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.168082796766302,4.64586221487372,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,1.5872748743756,-0.0839688774603546,5.46507386376549,5.5555632335383,1.1790354373782,4.64586221487372,0.000547999460257121,0.0206608664763156,0.168082796766302,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,2,TRUE,"NS4 marine group","Significant"
"ASV118","DESeq2",50.144726868929,2.13388152330562,1.13946222110646,1.87270932180054,0.0611085354235156,0.0804059676625206,"deseq2",0.0804059676625206,2.13388152330562,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,"NS4 marine group","Significant"
"ASV118","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0832645166635506,3.77795067248281,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV118",3.77795067248281,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,2,TRUE,"NS4 marine group","Significant"
"ASV1194","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.623317975322976,-1.25973710772886,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,-0.487506983794505,2.28083004250151,-2.82606181299935,-4.52257168425777,3.40889706723164,-1.25973710772886,0.0625094885240508,0.171379387320789,0.623317975322976,0.259375,0.635159570655532,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,NA,"Significant"
"ASV1194","DESeq2",37.581066418813,-8.09080300462002,2.30213596761385,-3.51447660713371,0.000440621478062208,0.00088856971968052,"deseq2",0.00088856971968052,-8.09080300462002,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,NA,"Significant"
"ASV1218","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.993476332924501,-0.0195319287802409,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aureicoccus","marinus",1.80444072721799,1.96087654158737,1.6525133796086,-0.0378755300011844,1.93816149568475,-0.0195319287802409,0.488372151282746,0.740308984556936,0.993476332924501,0.7625,0.966205823497936,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Aureicoccus","Significant"
"ASV1218","DESeq2",35.2480928127867,-3.14825779987704,1.40436887247175,-2.24175988345283,0.0249768952660529,0.0402853149452466,"deseq2",0.0402853149452466,-3.14825779987704,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aureicoccus","marinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Aureicoccus","Significant"
"ASV1232","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.929765756256339,-0.635938972097687,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,-1.41040435840277,1.49049583166617,-2.53475412890259,-3.71995932738066,5.76098668292368,-0.635938972097687,0.257814109363974,0.595490225238327,0.929765756256339,0.690624999999999,0.957372429929173,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,"Not Significant"
"ASV1232","DESeq2",32.3478392209026,-7.87592943658651,3.96764449135134,-1.9850390965608,0.0471401218636699,0.0663945378361547,"deseq2",0.0663945378361547,-7.87592943658651,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,"Not Significant"
"ASV1233","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.524060706049602,-1.81898511091299,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA,1.50205491103024,2.0003146856028,-2.90779517424519,-4.9002026783501,2.5130093358188,-1.81898511091299,0.000547999460257121,0.133509425115731,0.524060706049602,0.2,0.529294008219137,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,NA,"Significant"
"ASV1233","DESeq2",39.9321066732964,-8.17346054906278,1.74300192473007,-4.6893009313966,2.7413997987195e-06,1.45866642492738e-05,"deseq2",1.45866642492738e-05,-8.17346054906278,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,NA,"Significant"
"ASV1253","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.59844835833501,-2.00371662936946,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella",NA,1.71164476878514,2.02821488181212,-3.0487837259672,-5.08402946010707,2.48632633733495,-2.00371662936946,0.000547999460257121,0.16871226543673,0.59844835833501,0.2,0.529294008219137,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Arenicella","Significant"
"ASV1253","DESeq2",40.0870194516371,-8.17953410680975,1.69736581235438,-4.81895773278484,1.44310119242074e-06,9.01938245262961e-06,"deseq2",9.01938245262961e-06,-8.17953410680975,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Arenicella","Significant"
"ASV126","DESeq2",164.29169438979,24.6987408646305,4.3283543287059,5.7062659359533,1.15481524535383e-08,2.88703811338457e-07,"deseq2",2.88703811338457e-07,24.6987408646305,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Jiella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Jiella","Significant"
"ASV126","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.856626378444573,1.28031826019577,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Jiella",NA,-4.75601433956759,-6.38487654090234,4.86987839553755,10.7601064907065,7.93296259566158,1.28031826019577,0.108532196382724,0.353544518581595,0.856626378444573,0.140625,0.253758842040092,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Jiella","Significant"
"ASV13","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.421534798606295,1.79240672676587,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,3.4256533849431,3.18191519849652,4.54057369979371,1.62211782035843,1.02964263024064,1.79240672676587,0.00782930484115282,0.124797616518125,0.421534798606295,0.009375,0.0252534898374288,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Clade Ib","Not Significant"
"ASV13","DESeq2",86.1391176514131,-1.23941955745295,0.601698529174877,-2.05986801920988,0.0394111597853851,0.057957587919684,"deseq2",0.057957587919684,-1.23941955745295,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Clade Ib","Not Significant"
"ASV1328","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.608050447120242,-1.25097121078757,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,0.374548936832239,0.942877792401508,-2.76712863392374,-4.05854851823439,2.93484877793066,-1.25097121078757,0.0234638632116018,0.171840574368051,0.608050447120242,0.234375,0.573119743680083,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,NA,"Significant"
"ASV1328","DESeq2",35.9528642746687,-8.02266298091499,2.21483739607416,-3.62223565266476,0.000292067866597507,0.000632011979385244,"deseq2",0.000632011979385244,-8.02266298091499,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,NA,"Significant"
"ASV1334","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.649538029073671,-1.55576612230618,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Dasania",NA,0.80071364570533,1.19853506156289,-3.49391716454791,-4.84206777693893,3.06634422050093,-1.55576612230618,0.00789046640005469,0.207411937782327,0.649538029073671,0.2125,0.553066521834872,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Dasania","Significant"
"ASV1334","DESeq2",22.075590674988,-7.33438729040259,1.75069782175954,-4.18940790309042,2.79683262288085e-05,9.02204071897048e-05,"deseq2",9.02204071897048e-05,-7.33438729040259,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Dasania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Dasania","Significant"
"ASV138","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.153875011637731,4.66448873740213,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA,-3.89721564315342,-6.45155969204639,6.78326804258759,13.2704652776002,2.8373871291305,4.66448873740213,0.000547999460257121,0.0199164642381605,0.153875011637731,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE,NA,"Significant"
"ASV138","DESeq2",92.1989519463847,10.5028097275114,1.82149030982993,5.76605303406308,8.11495326823596e-09,2.88703811338457e-07,"deseq2",2.88703811338457e-07,10.5028097275114,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,NA,"Significant"
"ASV1387","DESeq2",29.2969158683214,-0.206293369659463,2.1467478222993,-0.0960957628635251,0.923444516479863,0.923444516479863,"deseq2",0.923444516479863,-0.206293369659463,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Maricaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Maricaulis","Not Significant"
"ASV1387","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",1,0.196984914373632,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Maricaulis",NA,1.05464709311109,1.05464709311109,2.52745751436713,2.10973448252684,6.00928494425286,0.196984914373632,0.488372151282746,0.893961056919052,1,0.768749999999998,0.997415585464277,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Maricaulis","Not Significant"
"ASV141","DESeq2",19.1605981487749,-7.11584967532329,1.80976316756051,-3.93192313937694,8.42690107236385e-05,0.00023408058534344,"deseq2",0.00023408058534344,-7.11584967532329,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Synechococcus CC9902","Significant"
"ASV141","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.605175068028055,-1.3899688561707,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,0.256889824453438,1.32662177736491,-2.76415462216902,-3.81809619428115,2.64040068284981,-1.3899688561707,0.0234638632116018,0.190222787423263,0.605175068028055,0.2359375,0.588028356263519,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Synechococcus CC9902","Significant"
"ASV1415","DESeq2",34.0250862425808,-7.94152971836532,1.9367088796217,-4.10052837673597,4.12207883626099e-05,0.000128814963633156,"deseq2",0.000128814963633156,-7.94152971836532,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Yoonia-Loktanella","Significant"
"ASV1415","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.575474486320205,-1.59113437908086,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Yoonia-Loktanella",NA,0.932325477431622,1.38682772747064,-2.65663206247176,-4.42804561843588,2.65125422366231,-1.59113437908086,0.00789046640005469,0.163800054949859,0.575474486320205,0.209375,0.537152838160998,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Yoonia-Loktanella","Significant"
"ASV1498","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.597256974844216,-1.44563194685854,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinobacteraceae","Marinobacter","guineae",0.197308748599995,1.20940417998226,-2.69999304704929,-4.13698813358987,2.49800178212012,-1.44563194685854,0.00789046640005469,0.176546166200389,0.597256974844216,0.228125,0.575579270538945,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Marinobacter","Significant"
