"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species","rab.all","rab.win.control","rab.win.S.3","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant","TaxLabel","significance_label"
"ASV1097","DESeq2",20.667467767131,8.30952348008914,1.12526359789953,7.38451283379295,1.53012596858561e-13,1.20573926324546e-12,"deseq2",1.20573926324546e-12,8.30952348008914,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Lentibacter","algarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,"Lentibacter","Significant"
"ASV111","DESeq2",121.164563567067,-10.1258223851928,1.4790274700518,-6.84627066787214,7.58000025636417e-12,4.66643765782419e-11,"deseq2",4.66643765782419e-11,-10.1258223851928,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,NA,"Significant"
"ASV111","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.502073715729594,-4.22984038332754,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,2.8823312440872,3.46430782262807,-5.81097005640941,-9.297173659276,2.07165236503347,-4.22984038332754,0.000547999460257121,0.0828167602411726,0.502073715729594,0.133333333333333,0.671073892825956,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,NA,"Significant"
"ASV113","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.540334541454399,0.999096530518688,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,3.31178477711423,3.1545385581692,3.47759205696011,0.330575903257382,0.325827770924648,0.999096530518688,0.155042055993885,0.196233768396134,0.540334541454399,0.1921875,0.395970714479748,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Cyanobium PCC-6307","Not Significant"
"ASV113","DESeq2",154.212829097188,0.045525869573402,0.181566661214738,0.250739145990897,0.802015793119011,0.892007008398608,"deseq2",0.892007008398608,0.045525869573402,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Cyanobium PCC-6307","Not Significant"
"ASV115","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.079487415901064,4.39392509506377,TRUE,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,2.45889008744763,2.27779170468805,4.2533227808473,1.99343497928752,0.470706111962384,4.39392509506377,0.000547999460257121,0.00907748090586627,0.079487415901064,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE,"Candidatus Actinomarina","Significant"
"ASV115","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0640775064510595,3.72745161876313,TRUE,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV115",3.72745161876313,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE,"Candidatus Actinomarina","Significant"
"ASV115","DESeq2",136.646750938969,1.91360701887379,0.253868403755692,7.53779119640008,4.77998400826613e-14,4.70828424814214e-13,"deseq2",4.70828424814214e-13,1.91360701887379,TRUE,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,"Candidatus Actinomarina","Significant"
"ASV116","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.715136395030588,-1.1979369274891,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sedimentitalea",NA,-1.6219301509224,1.78603963294366,-5.70742834965768,-7.13154695528381,5.02882287581567,-1.1979369274891,0.13281655334062,0.160269374996244,0.715136395030588,0.319791666666666,0.887333660253848,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Sedimentitalea","Significant"
"ASV116","DESeq2",73.3207676760621,-9.39826775728142,2.98732776683931,-3.14604505792985,0.00165494507705228,0.00428979184446445,"deseq2",0.00428979184446445,-9.39826775728142,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sedimentitalea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Sedimentitalea","Significant"
"ASV1165","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.867113103024254,-0.767634293021112,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA,NA,-4.55367983417982,-0.285083659804223,-6.2120082464101,-6.0374046973658,6.76032103979184,-0.767634293021112,0.281251375942352,0.345029739046055,0.867113103024254,0.541145833333333,0.930537443429785,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,"Not Significant"
"ASV1165","DESeq2",49.1256605375326,-8.82040341671499,4.20696087073818,-2.09662121605788,0.0360271196529608,0.0622573909792393,"deseq2",0.0622573909792393,-8.82040341671499,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,"Not Significant"
"ASV117","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.137156734953598,2.04106428814385,TRUE,"Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade",NA,NA,NA,-2.26687943793963,-4.86377052530734,2.20816968674772,6.79442589974272,3.39885720688668,2.04106428814385,0.000547999460257121,0.0240171455825552,0.137156734953598,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,TRUE,NA,"Significant"
"ASV117","DESeq2",22.6755851028689,4.90413298016621,2.4891625045866,1.97019397935238,0.048816143304082,0.0781852051293021,"deseq2",0.0781852051293021,4.90413298016621,FALSE,"Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,NA,"Significant"
"ASV118","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.451661972970508,1.09079282397015,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,0.869571482633316,0.659691358497451,1.29082807410844,0.673165848526682,0.618466150545913,1.09079282397015,0.100780707861439,0.140404096477404,0.451661972970508,0.0828125,0.175974559749016,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"NS4 marine group","Not Significant"
"ASV118","DESeq2",27.146706004136,0.525556098759518,0.354322506151945,1.48327043762256,0.138002573381207,0.191454274338717,"deseq2",0.191454274338717,0.525556098759518,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"NS4 marine group","Not Significant"
"ASV124","DESeq2",18.4704866149532,3.9451919983653,1.54297322046835,2.55687651997471,0.0105616701235655,0.0228642748828836,"deseq2",0.0228642748828836,3.9451919983653,TRUE,"Bacteria","SAR324 clade(Marine group B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,NA,"Significant"
"ASV124","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.212094379609007,1.77073397054498,TRUE,"Bacteria","SAR324 clade(Marine group B)",NA,NA,NA,NA,NA,-1.3516954334142,-2.67459804344742,1.7871472912824,4.80991919595376,3.48002078554911,1.77073397054498,0.000547999460257121,0.0449194593383201,0.212094379609007,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE,NA,"Significant"
"ASV1245","DESeq2",22.3894306283297,-7.69486287623808,1.54811353323075,-4.97047710717943,6.67883474779931e-07,2.48251027418201e-06,"deseq2",2.48251027418201e-06,-7.69486287623808,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","OCS116 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,NA,"Significant"
"ASV1245","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.538107158316093,-2.90054619024214,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","OCS116 clade",NA,NA,0.324600972516543,0.778077990375198,-5.80804874663344,-6.77804886557677,2.28878671252459,-2.90054619024214,0.000547999460257121,0.100637467003397,0.538107158316093,0.133333333333333,0.671073892825956,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,NA,"Significant"
"ASV125","DESeq2",57.3394023393666,-0.729695476005656,2.57581850970688,-0.28328683610892,0.776956967423484,0.876367243879931,"deseq2",0.876367243879931,-0.729695476005656,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,"Not Significant"
"ASV125","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.900059416702558,-0.0670601818020039,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,1.53716175737228,0.67190567396936,1.53716175737228,-0.843676100045085,6.45770001690931,-0.0670601818020039,0.496124050418246,0.355188709331118,0.900059416702558,0.799999999999998,1,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,"Not Significant"
"ASV1287","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.730808647680117,-1.17706758459276,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313",NA,-0.224116109601709,1.80096050113016,-5.87194198911368,-6.81236930606916,5.11093426948078,-1.17706758459276,0.164065614388277,0.175213133689496,0.730808647680117,0.358333333333333,0.906068575231163,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Prochlorococcus MIT9313","Significant"
"ASV1287","DESeq2",29.0415643196558,-8.06242274392323,2.67470104713779,-3.01432668617334,0.00257550314937312,0.00642245722058868,"deseq2",0.00642245722058868,-8.06242274392323,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Prochlorococcus MIT9313","Significant"
"ASV1288","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.864690801949718,-0.740774858563403,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oceaniserpentilla",NA,-4.5533233819577,-0.265132531422905,-6.2244435411861,-5.43779647798222,6.65301823481884,-0.740774858563403,0.257814109363974,0.338030568762142,0.864690801949718,0.5546875,0.936490013570728,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Oceaniserpentilla","Not Significant"
"ASV1288","DESeq2",59.5402035365294,-9.09782319581548,4.20680361467021,-2.16264509331717,0.030568487156716,0.0547453815443006,"deseq2",0.0547453815443006,-9.09782319581548,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oceaniserpentilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Oceaniserpentilla","Not Significant"
"ASV13","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.664701278562509,-1.31592403919687,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,5.40165306658501,5.64931818360614,5.08874470699849,-0.541552645001379,0.398196018531105,-1.31592403919687,0.0542744309441129,0.117950632211405,0.664701278562509,0.222916666666666,0.796503089101241,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,"Clade Ib","Significant"
"ASV13","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0640775064510595,-3.61275925299604,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV13",-3.61275925299604,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE,"Clade Ib","Significant"
"ASV13","DESeq2",749.759745023898,-0.895631683048844,0.209964225637824,-4.26563944561563,1.99330467307204e-05,6.40543998583617e-05,"deseq2",6.40543998583617e-05,-0.895631683048844,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE,"Clade Ib","Significant"
"ASV130","DESeq2",84.9522535201848,-0.0982751018177025,0.27920136721129,-0.351986463387664,0.72484841433645,0.839971397789886,"deseq2",0.839971397789886,-0.0982751018177025,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Clade Ia","Not Significant"
"ASV130","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.814523494473347,0.53134325484418,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,2.41924719445541,2.26688247613484,2.51751015879912,0.239788309099194,0.439506210881372,0.53134325484418,0.317830509222098,0.437017442279036,0.814523494473347,0.402083333333333,0.711704505470008,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,"Clade Ia","Not Significant"
"ASV131","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.407272125911323,-1.9152241489618,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,2.60551636613271,3.03982314717151,1.78066156659067,-1.25748823545567,0.583772647697105,-1.9152241489618,0.0155432426385351,0.0311498665274558,0.407272125911323,0.1375,0.678670415535917,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Synechococcus CC9902","Significant"
"ASV131","DESeq2",108.757601096043,-1.54403853688591,0.314826500394161,-4.90441095318465,9.37081195211062e-07,3.3563570523237e-06,"deseq2",3.3563570523237e-06,-1.54403853688591,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Synechococcus CC9902","Significant"
"ASV133","DESeq2",103.082858524229,-0.968344168530976,0.240465989498196,-4.02694855331398,5.65053898829852e-05,0.000173930653233564,"deseq2",0.000173930653233564,-0.968344168530976,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,NA,"Significant"
"ASV133","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.628671685272523,-1.37488820815755,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,2.57774645742342,2.89287807975425,2.12451649412968,-0.787765049822073,0.491699683569842,-1.37488820815755,0.0930292930848227,0.114965111748241,0.628671685272523,0.230208333333333,0.803846268756583,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,NA,"Significant"
"ASV1369","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.639641770438125,-1.52320627029679,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,-0.522833737412081,1.74657980378398,-6.32616752416412,-7.10994832416007,4.08358947027317,-1.52320627029679,0.100780707861439,0.134031358032092,0.639641770438125,0.28125,0.838800244137795,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Synechococcus CC9902","Significant"
"ASV1369","DESeq2",34.3868597967619,-8.30694354774623,2.6476983561827,-3.1374206689174,0.00170441391059787,0.00430473769727923,"deseq2",0.00430473769727923,-8.30694354774623,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"Synechococcus CC9902","Significant"
"ASV138","DESeq2",48.0286768568892,3.72610641814413,0.311706992297074,11.9538749858808,6.19670625889303e-33,2.03458522166988e-31,"deseq2",2.03458522166988e-31,3.72610641814413,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE,NA,"Significant"
"ASV138","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.0597768254566581,5.8562204086419,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA,-0.496545549142477,-0.845422867497849,3.16415508711141,4.03071275844644,0.678132497524728,5.8562204086419,0.000547999460257121,0.00616516455854243,0.0597768254566581,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE,NA,"Significant"
"ASV141","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0640775064510595,-3.64608709101621,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV141",-3.64608709101621,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE,"Synechococcus CC9902","Significant"
"ASV141","DESeq2",202.140000215379,-2.99300245180429,0.240280808272493,-12.4562692847697,1.29278172519284e-35,5.09355999725978e-34,"deseq2",5.09355999725978e-34,-2.99300245180429,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,"Synechococcus CC9902","Significant"
"ASV141","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.14641979299973,-5.75177694732829,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,3.7205562392007,4.19657276738875,1.33325288683729,-2.77886053419887,0.44431750159164,-5.75177694732829,0.000547999460257121,0.00493687746816385,0.14641979299973,0.133333333333333,0.671073892825956,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE,"Synechococcus CC9902","Significant"
"ASV143","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.459107771144064,1.20387312566554,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,0.891652544519335,-1.35618767525791,1.94424798956083,4.79139359823348,5.08135902118711,1.20387312566554,0.000547999460257121,0.127686178883245,0.459107771144064,0.003125,0.00923763183516805,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,"Not Significant"
"ASV143","DESeq2",27.7059851526589,1.92818881521279,2.26170650315947,0.852537149501595,0.393916029243438,0.500654566199725,"deseq2",0.500654566199725,1.92818881521279,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,"Not Significant"
"ASV147","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.538297383149494,-1.5416569589279,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Nisaeaceae","OM75 clade",NA,2.32874303675579,2.64155985092351,1.74846180102566,-0.843103578503595,0.506645890017534,-1.5416569589279,0.0387751645274906,0.0804216472730923,0.538297383149494,0.166666666666666,0.724384184368387,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE,"OM75 clade","Significant"
