"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species","rab.all","rab.win.control","rab.win.S-2","diff.btw","diff.win","effect","overlap","we.ep","we.eBH","wi.ep","wi.eBH","Names","scores","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant"
"ASV1071","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.88026089561172,0.172806927341225,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","SAR92 clade",NA,0.233330298335303,-0.167435841395659,0.335192953564207,0.539856161721564,1.90697403255779,0.172806927341225,0.395349385268813,0.424602509105625,0.88026089561172,0.581770833333332,0.897821844993851,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV108","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.989818332016911,-0.305955336261067,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,2.98287061340488,3.04115168540881,2.90656326469321,-0.122088303684672,0.385895944009365,-0.305955336261067,0.375000678151136,0.784795552486315,0.989818332016911,0.735416666666666,0.98858552631579,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV108","DESeq2",142.565157613178,-0.512432414603004,0.136061931000597,-3.76617038163861,0.000165770687367772,0.000505205904358924,"deseq2",0.000505205904358924,-0.512432414603004,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV111","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",1,-0.985236652442447,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,2.86846847645526,3.34544201896553,-0.266988331695076,-3.49112247533953,6.16464021754241,-0.985236652442447,0.125004358959289,0.458954408635683,1,0.261458333333333,0.976202408996216,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV111","DESeq2",144.014428821984,-2.15478199317201,1.55596388694966,-1.38485347330026,0.1660972761976,0.237990127089098,"deseq2",0.237990127089098,-2.15478199317201,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV113","DESeq2",156.210102167366,-0.180335233798201,0.15508020809423,-1.16285137874348,0.244889807224398,0.326519742965864,"deseq2",0.326519742965864,-0.180335233798201,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV113","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.675375770105898,0.799896427355507,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307",NA,3.13782905694569,3.03828324212415,3.26860371078728,0.290460003451829,0.358360580180873,0.799896427355507,0.224808178412025,0.334577859035122,0.675375770105898,0.311979166666666,0.561485457306003,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV115","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.114348411852489,3.55384307172051,TRUE,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,2.3131008848225,2.13186696685125,3.65898587688372,1.55258611935132,0.473366281909041,3.55384307172051,0.000547999460257121,0.0192279630248132,0.114348411852489,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV115","DESeq2",113.979327080357,1.32078891352159,0.295985828864308,4.46233834433707,8.10700844057416e-06,2.99335696267354e-05,"deseq2",2.99335696267354e-05,1.32078891352159,TRUE,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV115","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0747570908595694,3.59985981237354,TRUE,"Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Candidatus Actinomarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV115",3.59985981237354,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV116","DESeq2",77.4965322254905,-9.66194793309394,2.9671660343339,-3.25628826337753,0.00112879086360209,0.00296887460015893,"deseq2",0.00296887460015893,-9.66194793309394,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sedimentitalea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV116","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.743612392246421,-1.16503664762297,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sedimentitalea",NA,-1.67987077455851,1.65902323297949,-6.70095988533708,-7.98741476392824,5.10107672599203,-1.16503664762297,0.13281655334062,0.145090252582961,0.743612392246421,0.285416666666667,0.92366034274718,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1165","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.925349030903991,-0.400298144518254,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA,NA,-4.76422251514828,-0.73890121582518,-6.03937687034225,-3.64883900217818,6.58913574499822,-0.400298144518254,0.328125991312833,0.363969741634669,0.925349030903991,0.580729166666666,0.965156674052784,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1165","DESeq2",52.4486341452046,-9.09857879870206,4.20695955348696,-2.16274453866823,0.0305608334315971,0.0553554718761004,"deseq2",0.0553554718761004,-9.09857879870206,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV117","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.108823080790995,2.35437942207854,TRUE,"Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade",NA,NA,NA,-2.42867183957422,-5.15042311257006,2.5702864080773,7.6394609969749,3.05184658510056,2.35437942207854,0.000547999460257121,0.0185619566438209,0.108823080790995,0,0,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,TRUE
"ASV117","DESeq2",30.4499601211204,5.29423237316566,2.47877320832559,2.13582765675522,0.0326934639652811,0.0586649073021866,"deseq2",0.0586649073021866,5.29423237316566,FALSE,"Bacteria","Chloroflexi","Dehalococcoidia","SAR202 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE
"ASV118","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.242428778222206,1.56572922543776,TRUE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,0.750617017558492,0.480857978829914,1.46523443023452,1.08037160572507,0.690969914469171,1.56572922543776,0.0156646691693825,0.0666227235234907,0.242428778222206,0.00625,0.0161941727615592,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,TRUE
"ASV118","DESeq2",30.387222142664,0.681287903285237,0.331632456091115,2.05434628237369,0.0399421882215885,0.0684723226655804,"deseq2",0.0684723226655804,0.681287903285237,FALSE,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE
"ASV124","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.200785588307548,1.86785655281397,TRUE,"Bacteria","SAR324 clade(Marine group B)",NA,NA,NA,NA,NA,-1.36231097845747,-2.95835861761069,1.86393967058132,5.35141701235228,3.29150686754541,1.86785655281397,0.000547999460257121,0.0502052201605704,0.200785588307548,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE
"ASV124","DESeq2",20.3001717247485,3.98383172201217,1.48765547664361,2.67792629715607,0.00740795171403046,0.0163485830930327,"deseq2",0.0163485830930327,3.98383172201217,TRUE,"Bacteria","SAR324 clade(Marine group B)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE
"ASV1245","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.610390977862393,-2.77622656367702,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","OCS116 clade",NA,NA,0.120250830430627,0.630362727096336,-6.23299042948528,-7.1293631039522,2.72647807218006,-2.77622656367702,0.000547999460257121,0.100857565899756,0.610390977862393,0.133333333333333,0.797350416457916,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1245","DESeq2",23.9125572358744,-7.97298023703663,1.55250061024633,-5.1355730132509,2.81285646019586e-07,1.21926190289231e-06,"deseq2",1.21926190289231e-06,-7.97298023703663,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","OCS116 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV125","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.616518061083142,0.428814861593254,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,2.44005819691213,0.247732500274659,2.44005819691213,5.20249261712729,6.9619122078999,0.428814861593254,0.457364556151575,0.235893608984088,0.616518061083142,0.743749999999998,0.978765294147832,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV125","DESeq2",73.8617283492488,0.165796801895469,2.52003381243565,0.0657914989383514,0.947543824437807,0.965698666453508,"deseq2",0.965698666453508,0.165796801895469,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV1287","DESeq2",31.2242532955629,-8.35063960695338,2.71246297363229,-3.07861883761345,0.00207962568545561,0.0050542801469301,"deseq2",0.0050542801469301,-8.35063960695338,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1287","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.793437910929098,-1.27333326602563,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313",NA,-0.30372977330695,1.64266573475755,-6.39744132700926,-6.97110511535982,5.53570103080454,-1.27333326602563,0.139538641846235,0.181496125736159,0.793437910929098,0.344791666666667,0.944874878455524,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1288","DESeq2",63.6854466382135,-9.37866926470873,4.20680115824292,-2.22940636172734,0.0257868793358022,0.04854000816151,"deseq2",0.04854000816151,-9.37866926470873,TRUE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oceaniserpentilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1288","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.896239593948593,-0.701287096802986,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Oceaniserpentilla",NA,-4.78894831625889,-0.665135363895467,-6.21203453276815,-6.2511688831104,6.19970866523845,-0.701287096802986,0.232560015435696,0.316925423564925,0.896239593948593,0.547916666666666,0.966202086526527,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV13","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.739766679908905,-1.27433084644866,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,5.22324978616989,5.49004648894731,4.89455657601029,-0.605406403538923,0.431680631863015,-1.27433084644866,0.0625094885240508,0.117313657938531,0.739766679908905,0.227083333333333,0.892696601829137,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV13","DESeq2",774.945279087896,-1.11769490563601,0.217763818710703,-5.13260151412413,2.85764508490384e-07,1.21926190289231e-06,"deseq2",1.21926190289231e-06,-1.11769490563601,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV13","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0747570908595694,-3.54844738344596,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV13",-3.54844738344596,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV130","DESeq2",96.4724469992858,0.180245766260812,0.252420184653001,0.714070336762465,0.475183687318813,0.563180666451926,"deseq2",0.563180666451926,0.180245766260812,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV130","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.340965085089697,1.26854776104211,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,2.43696954651656,2.11606091526848,2.8227318891496,0.675481910101877,0.469511879376281,1.26854776104211,0.0625094885240508,0.112677917049131,0.340965085089697,0.0583333333333333,0.147671441822199,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV131","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.592311431126817,-1.90177997285054,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,2.41097682894556,2.90185394244496,1.73084386249725,-1.16929098570454,0.537788276042951,-1.90177997285054,0.0312696412751581,0.0570612295336439,0.592311431126817,0.184375,0.85447978644458,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV131","DESeq2",115.539625662665,-1.59966820854627,0.29990880650703,-5.33384873614496,9.61526302061281e-08,4.29332674408758e-07,"deseq2",4.29332674408758e-07,-1.59966820854627,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV133","DESeq2",108.459843925428,-1.06058649136422,0.17782781904173,-5.96412022078128,2.45955608031345e-09,1.34924219262909e-08,"deseq2",1.34924219262909e-08,-1.06058649136422,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV133","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.736542802505909,-1.09877197188155,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,2.42606860518861,2.76992867189065,2.05976561226592,-0.65455918981641,0.464306860162799,-1.09877197188155,0.117192204319805,0.139818499564226,0.736542802505909,0.328125,0.924884603261152,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1369","DESeq2",36.5826661001003,-8.58003426353486,2.65416074047265,-3.23267318843957,0.00122637773409692,0.00313952699928811,"deseq2",0.00313952699928811,-8.58003426353486,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV1369","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.739254758344728,-1.25269215355171,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,-0.735517466768476,1.67239288009156,-6.33307061052008,-7.16466326019293,5.23253969783062,-1.25269215355171,0.0930292930848227,0.148566454355174,0.739254758344728,0.294791666666667,0.921083541501603,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV138","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.0292760701370454,6.94230053338608,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA,-0.595615437120432,-1.03919312935952,3.28052236980179,4.32832537876684,0.598800527786085,6.94230053338608,0.000547999460257121,0.00097402999679233,0.0292760701370454,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV138","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0747570908595694,3.5604438562218,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV138",3.5604438562218,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,3,TRUE
"ASV138","DESeq2",54.7354828251617,3.83630681151696,0.297102411525865,12.9124054961869,3.83141996345421e-38,2.45210877661069e-36,"deseq2",2.45210877661069e-36,3.83630681151696,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE
"ASV141","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.680239931602005,-2.73775617052027,FALSE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,3.43828721657092,4.05047646610886,1.31215587887397,-2.50328017222112,1.01772366741735,-2.73775617052027,0.000547999460257121,0.0863826252860994,0.680239931602005,0.133333333333333,0.797350416457916,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV141","LEfSe",NA,NA,NA,NA,NA,NA,"lefse",0.0747570908595694,-3.64356551368018,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASV141",-3.64356551368018,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,2,TRUE
"ASV141","DESeq2",215.179117740906,-3.06798514479618,0.327576240406787,-9.36571327940734,7.55383311184777e-21,1.81291994684346e-19,"deseq2",1.81291994684346e-19,-3.06798514479618,TRUE,"Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Synechococcus CC9902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,TRUE
"ASV143","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.394685467472702,0.962526337949403,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,0.751061248040214,-1.46782726096311,1.82754714761438,5.19531764173787,5.27589455436129,0.962526337949403,0.0310272461563087,0.126905256899491,0.394685467472702,0.021875,0.0569636746769586,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV143","DESeq2",28.97967764306,1.85641678489395,2.32116645076072,0.799777536111443,0.42383970045454,0.515045711944757,"deseq2",0.515045711944757,1.85641678489395,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV144","DESeq2",16.3746198724608,7.88179734945998,1.06141621699368,7.4257366933625,1.12153912070506e-13,1.5381107941098e-12,"deseq2",1.5381107941098e-12,7.88179734945998,TRUE,"Bacteria","Marinimicrobia (SAR406 clade)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,TRUE
"ASV144","ALDEx2",NA,NA,NA,NA,NA,NA,"aldex2",0.0718853342653043,3.33001785873114,TRUE,"Bacteria","Marinimicrobia (SAR406 clade)",NA,NA,NA,NA,NA,-4.94620003118844,-6.61138504494176,1.72013169588407,8.32083480943486,2.82567771907887,3.33001785873114,0.000547999460257121,0.00902506014052194,0.0718853342653043,0,0,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2,TRUE
